iso3,method,simple_method,kp,area_name,area_level,age_group,year,count_lower,count_estimate,count_upper,prop_lower,prop_estimate,prop_upper,denominator,ref,link,dataset_id,dataset,uid,data_checked,source_found,duplicate_of,is_aggregate,study_idx,observation_idx
CMR,PLACE/mapping,PLACE/mapping,FSW,Ngaoundere,NA,NA,2018,NA,1874,NA,NA,NA,NA,NA,"Cartographie Programmatique Et Estimation De Taille Des Travailleuses De Sexe, Des Hommes Ayant Des Rapports Sexuels Avec Des Hommes, Des Usagers De Drogue, Et Des Adolescent(E)S Et Jeunes Vulnerables Au VIH Au Cameroun",NA,GAM_b2c824b186749972d72f944e71e257e4,GAM,beb864d8600ec2ea91c9080292426b7e,Yes,yes,NA,NA,55,4065
CMR,PLACE/mapping,PLACE/mapping,FSW,Yaounde,NA,NA,2018,NA,7331,NA,NA,NA,NA,NA,"Cartographie Programmatique Et Estimation De Taille Des Travailleuses De Sexe, Des Hommes Ayant Des Rapports Sexuels Avec Des Hommes, Des Usagers De Drogue, Et Des Adolescent(E)S Et Jeunes Vulnerables Au VIH Au Cameroun",NA,GAM_f7227efbca06d88d75606df4b80b1e2e,GAM,1905cc15a34b841f219ba818aa5e4636,Yes,yes,NA,NA,55,4066
CMR,PLACE/mapping,PLACE/mapping,MSM,Bafoussam,NA,NA,2018,NA,310,NA,NA,NA,NA,NA,"Cartographie Programmatique Et Estimation De Taille Des Travailleuses De Sexe, Des Hommes Ayant Des Rapports Sexuels Avec Des Hommes, Des Usagers De Drogue, Et Des Adolescent(E)S Et Jeunes Vulnerables Au VIH Au Cameroun",NA,GAM_c57c700a7c968dbb2fdde00f132fc6ae,GAM,3b9690376378bcf5c6ddfb9be689065f,Yes,yes,NA,NA,55,4067
CMR,PLACE/mapping,PLACE/mapping,MSM,Bamenda,NA,NA,2018,NA,267,NA,NA,NA,NA,NA,"Cartographie Programmatique Et Estimation De Taille Des Travailleuses De Sexe, Des Hommes Ayant Des Rapports Sexuels Avec Des Hommes, Des Usagers De Drogue, Et Des Adolescent(E)S Et Jeunes Vulnerables Au VIH Au Cameroun",NA,GAM_c89f344fada34e6cce50e6037d2c77e7,GAM,d95dcdedc38a265d559d49137e698051,Yes,yes,NA,NA,55,4068
COD,SS-PSE,SS-PSE,FSW,Bukavu,NA,NA,2019,722,2602,5174,NA,NA,NA,NA,"Enquete De Surveillance Bio-Comportementale Aupres Des Populations Cles A Risque De L'infection Par Le VIH Dans 14 Provinces, 2018-2019",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,58,4092
COD,SS-PSE,SS-PSE,FSW,Bunia,NA,NA,2019,650,2258,4716,NA,NA,NA,NA,"Enquete De Surveillance Bio-Comportementale Aupres Des Populations Cles A Risque De L'infection Par Le VIH Dans 14 Provinces, 2018-2019",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,58,4093
COD,SS-PSE,SS-PSE,MSM,Bunia,NA,NA,2019,3452,4386,4836,NA,NA,NA,NA,"Enquete De Surveillance Bio-Comportementale Aupres Des Populations Cles A Risque De L'infection Par Le VIH Dans 14 Provinces, 2018-2019",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,58,4094
COD,SS-PSE,SS-PSE,PWID,Bunia,NA,NA,2019,670,2276,5189,NA,NA,NA,NA,"Enquete De Surveillance Bio-Comportementale Aupres Des Populations Cles A Risque De L'infection Par Le VIH Dans 14 Provinces, 2018-2019",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,58,4095
COD,SS-PSE,SS-PSE,FSW,Buta,NA,NA,2019,661,2018,4935,NA,NA,NA,NA,"Enquete De Surveillance Bio-Comportementale Aupres Des Populations Cles A Risque De L'infection Par Le VIH Dans 14 Provinces, 2018-2019",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,58,4096
COD,SS-PSE,SS-PSE,FSW,Goma,NA,NA,2019,1176,3421,5239,NA,NA,NA,NA,"Enquete De Surveillance Bio-Comportementale Aupres Des Populations Cles A Risque De L'infection Par Le VIH Dans 14 Provinces, 2018-2019",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,58,4097
COD,SS-PSE,SS-PSE,FSW,Isiro,NA,NA,2019,927,2893,5123,NA,NA,NA,NA,"Enquete De Surveillance Bio-Comportementale Aupres Des Populations Cles A Risque De L'infection Par Le VIH Dans 14 Provinces, 2018-2019",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,58,4098
COD,SS-PSE,SS-PSE,FSW,Kikwit,NA,NA,2019,702,2439,4710,NA,NA,NA,NA,"Enquete De Surveillance Bio-Comportementale Aupres Des Populations Cles A Risque De L'infection Par Le VIH Dans 14 Provinces, 2018-2019",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,58,4099
COD,SS-PSE,SS-PSE,FSW,Kindu,NA,NA,2019,776,2786,5264,NA,NA,NA,NA,"Enquete De Surveillance Bio-Comportementale Aupres Des Populations Cles A Risque De L'infection Par Le VIH Dans 14 Provinces, 2018-2019",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,58,4100
COD,SS-PSE,SS-PSE,MSM,Kinshasa,NA,NA,2019,5981,7741,8536,NA,NA,NA,NA,"Enquete De Surveillance Bio-Comportementale Aupres Des Populations Cles A Risque De L'infection Par Le VIH Dans 14 Provinces, 2018-2019",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,58,4101
COD,SS-PSE,SS-PSE,PWID,Kinshasa,NA,NA,2019,4673,5667,6126,NA,NA,NA,NA,"Enquete De Surveillance Bio-Comportementale Aupres Des Populations Cles A Risque De L'infection Par Le VIH Dans 14 Provinces, 2018-2019",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,58,4107
COD,SS-PSE,SS-PSE,FSW,Kisangani,NA,NA,2019,805,2705,5162,NA,NA,NA,NA,"Enquete De Surveillance Bio-Comportementale Aupres Des Populations Cles A Risque De L'infection Par Le VIH Dans 14 Provinces, 2018-2019",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,58,4108
COD,SS-PSE,SS-PSE,FSW,Kolwezi,NA,NA,2019,2911,3871,4340,NA,NA,NA,NA,"Enquete De Surveillance Bio-Comportementale Aupres Des Populations Cles A Risque De L'infection Par Le VIH Dans 14 Provinces, 2018-2019",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,58,4118
COD,SS-PSE,SS-PSE,FSW,Lubumbashi,NA,NA,2019,4194,5432,6012,NA,NA,NA,NA,"Enquete De Surveillance Bio-Comportementale Aupres Des Populations Cles A Risque De L'infection Par Le VIH Dans 14 Provinces, 2018-2019",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,58,4119
COD,SS-PSE,SS-PSE,MSM,Lubumbashi,NA,NA,2019,2617,3296,3610,NA,NA,NA,NA,"Enquete De Surveillance Bio-Comportementale Aupres Des Populations Cles A Risque De L'infection Par Le VIH Dans 14 Provinces, 2018-2019",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,58,4120
COD,SS-PSE,SS-PSE,PWID,Lubumbashi,NA,NA,2019,865,1970,2641,NA,NA,NA,NA,"Enquete De Surveillance Bio-Comportementale Aupres Des Populations Cles A Risque De L'infection Par Le VIH Dans 14 Provinces, 2018-2019",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,58,4121
COD,SS-PSE,SS-PSE,FSW,Matadi,NA,NA,2019,595,2007,4338,NA,NA,NA,NA,"Enquete De Surveillance Bio-Comportementale Aupres Des Populations Cles A Risque De L'infection Par Le VIH Dans 14 Provinces, 2018-2019",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,58,4123
COD,SS-PSE,SS-PSE,MSM,Matadi,NA,NA,2019,698,2268,4588,NA,NA,NA,NA,"Enquete De Surveillance Bio-Comportementale Aupres Des Populations Cles A Risque De L'infection Par Le VIH Dans 14 Provinces, 2018-2019",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,58,4124
COD,SS-PSE,SS-PSE,PWID,Matadi,NA,NA,2019,549,1748,4242,NA,NA,NA,NA,"Enquete De Surveillance Bio-Comportementale Aupres Des Populations Cles A Risque De L'infection Par Le VIH Dans 14 Provinces, 2018-2019",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,58,4125
COD,SS-PSE,SS-PSE,FSW,Mbuji-Mayi,NA,NA,2019,3402,4381,4843,NA,NA,NA,NA,"Enquete De Surveillance Bio-Comportementale Aupres Des Populations Cles A Risque De L'infection Par Le VIH Dans 14 Provinces, 2018-2019",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,58,4126
COD,SS-PSE,SS-PSE,FSW,Mwene-Ditu,NA,NA,2019,617,1726,4032,NA,NA,NA,NA,"Enquete De Surveillance Bio-Comportementale Aupres Des Populations Cles A Risque De L'infection Par Le VIH Dans 14 Provinces, 2018-2019",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,58,4127
COD,2S-CRC,2S-CRC,FSW,Bas Congo,NA,NA,2013,NA,34238,NA,NA,NA,NA,NA,"Rapport De L'enquete Sur L'estimation De La Taille Des Populations Cles Dans Six Provinces (Bas Congo, Katanga, Kinshasa, Orientale, Nord Et Sud Kivu) En RDC",NA,GAM_c71c2e3c5821e020d114166ff10c3f9d,GAM,452823bf6d18e25c748384cc716ee7a4,Yes,yes,NA,NA,59,4128
COD,2S-CRC,2S-CRC,MSM,Bas Congo,NA,NA,2013,NA,19809,NA,NA,NA,NA,NA,"Rapport De L'enquete Sur L'estimation De La Taille Des Populations Cles Dans Six Provinces (Bas Congo, Katanga, Kinshasa, Orientale, Nord Et Sud Kivu) En RDC",NA,GAM_2694a042a42d52d7ac875b5b3b57acef,GAM,d99b90ad2c0f62895185515d9c084c66,Yes,yes,NA,NA,59,4129
COD,2S-CRC,2S-CRC,PWID,Bas Congo,NA,NA,2013,NA,734,NA,NA,NA,NA,NA,"Rapport De L'enquete Sur L'estimation De La Taille Des Populations Cles Dans Six Provinces (Bas Congo, Katanga, Kinshasa, Orientale, Nord Et Sud Kivu) En RDC",NA,GAM_5a716d424eda4f4d9d475afdedc27042,GAM,6fc022babe2707d7b3e2d8f3a9233325,Yes,yes,NA,NA,59,4130
COD,2S-CRC,2S-CRC,FSW,Katanga,NA,NA,2013,NA,86059,NA,NA,NA,NA,NA,"Rapport De L'enquete Sur L'estimation De La Taille Des Populations Cles Dans Six Provinces (Bas Congo, Katanga, Kinshasa, Orientale, Nord Et Sud Kivu) En RDC",NA,GAM_9fde8aaf8b97053b5768c03fcca3bd3e,GAM,23df45cc7c2c180accac80db88ec6735,Yes,yes,NA,NA,59,4131
COD,2S-CRC,2S-CRC,MSM,Katanga,NA,NA,2013,NA,42927,NA,NA,NA,NA,NA,"Rapport De L'enquete Sur L'estimation De La Taille Des Populations Cles Dans Six Provinces (Bas Congo, Katanga, Kinshasa, Orientale, Nord Et Sud Kivu) En RDC",NA,GAM_af553d31625795585a02bb3a131f3b15,GAM,de0c90721b75fd8ab39018243b94d4d8,Yes,yes,NA,NA,59,4132
COD,2S-CRC,2S-CRC,PWID,Katanga,NA,NA,2013,NA,1689,NA,NA,NA,NA,NA,"Rapport De L'enquete Sur L'estimation De La Taille Des Populations Cles Dans Six Provinces (Bas Congo, Katanga, Kinshasa, Orientale, Nord Et Sud Kivu) En RDC",NA,GAM_d8a07fd428a84d01c9bc60466698d870,GAM,233802b7d60f66869ad83761448b474c,Yes,yes,NA,NA,59,4133
COD,2S-CRC,2S-CRC,FSW,Kinshasa,NA,NA,2013,NA,102714,NA,NA,NA,NA,NA,"Rapport De L'enquete Sur L'estimation De La Taille Des Populations Cles Dans Six Provinces (Bas Congo, Katanga, Kinshasa, Orientale, Nord Et Sud Kivu) En RDC",NA,GAM_06762e5dac8643a809277fab6072e915,GAM,cb193bf511c76fd0d03adfa9ba48ef4d,Yes,yes,NA,NA,59,4134
COD,2S-CRC,2S-CRC,MSM,Kinshasa,NA,NA,2013,NA,89141,NA,NA,NA,NA,NA,"Rapport De L'enquete Sur L'estimation De La Taille Des Populations Cles Dans Six Provinces (Bas Congo, Katanga, Kinshasa, Orientale, Nord Et Sud Kivu) En RDC",NA,GAM_545f8321dfe0bb87e4a9277f2d605a04,GAM,f30c61413fe6e4b151a91c1cd3dc35b7,Yes,yes,NA,NA,59,4135
COD,2S-CRC,2S-CRC,PWID,Kinshasa,NA,NA,2013,NA,1834,NA,NA,NA,NA,NA,"Rapport De L'enquete Sur L'estimation De La Taille Des Populations Cles Dans Six Provinces (Bas Congo, Katanga, Kinshasa, Orientale, Nord Et Sud Kivu) En RDC",NA,GAM_8ad598ae78d4c8ec3171233d5672404d,GAM,07da7294c7c4018ceb9644f551c6d325,Yes,yes,NA,NA,59,4136
COD,2S-CRC,2S-CRC,FSW,Nord Kivu,NA,NA,2013,NA,59917,NA,NA,NA,NA,NA,"Rapport De L'enquete Sur L'estimation De La Taille Des Populations Cles Dans Six Provinces (Bas Congo, Katanga, Kinshasa, Orientale, Nord Et Sud Kivu) En RDC",NA,GAM_d0463c04cf40abf108caf67d1e36de4a,GAM,fe4a92b8953e07c3245b4c005ce20c7b,Yes,yes,NA,NA,59,4137
COD,2S-CRC,2S-CRC,MSM,Nord Kivu,NA,NA,2013,NA,19809,NA,NA,NA,NA,NA,"Rapport De L'enquete Sur L'estimation De La Taille Des Populations Cles Dans Six Provinces (Bas Congo, Katanga, Kinshasa, Orientale, Nord Et Sud Kivu) En RDC",NA,GAM_fe2e6fe2f9b71a01a0eaa7290a7a7be5,GAM,9d0f1217d66e9cb47e70dae9d86caf92,Yes,yes,NA,NA,59,4139
COD,2S-CRC,2S-CRC,PWID,Nord Kivu,NA,NA,2013,NA,611,NA,NA,NA,NA,NA,"Rapport De L'enquete Sur L'estimation De La Taille Des Populations Cles Dans Six Provinces (Bas Congo, Katanga, Kinshasa, Orientale, Nord Et Sud Kivu) En RDC",NA,GAM_634bd628ee2219ca4caf1e2b31cd3a5c,GAM,6d9978e743574f277b74b1be965c819b,Yes,yes,NA,NA,59,4140
COD,2S-CRC,2S-CRC,MSM,Oriental,NA,NA,2013,NA,52825,NA,NA,NA,NA,NA,"Rapport De L'enquete Sur L'estimation De La Taille Des Populations Cles Dans Six Provinces (Bas Congo, Katanga, Kinshasa, Orientale, Nord Et Sud Kivu) En RDC",NA,GF_87875eab86fbd9102a85160d46cdf73e,GF,1b8b1dbd8631801333bd7587408dae62,Yes,yes,NA,NA,59,4144
COD,2S-CRC,2S-CRC,PWID,Oriental,NA,NA,2013,NA,1712,NA,NA,NA,NA,NA,"Rapport De L'enquete Sur L'estimation De La Taille Des Populations Cles Dans Six Provinces (Bas Congo, Katanga, Kinshasa, Orientale, Nord Et Sud Kivu) En RDC",NA,GF_092a0536bc297ac7fa7dffffa42a1300,GF,d4142c6ff851e47584f3b3e217787607,Yes,yes,NA,NA,59,4145
COD,2S-CRC,2S-CRC,FSW,Orientale,NA,NA,2013,NA,145512,NA,NA,NA,NA,NA,"Rapport De L'enquete Sur L'estimation De La Taille Des Populations Cles Dans Six Provinces (Bas Congo, Katanga, Kinshasa, Orientale, Nord Et Sud Kivu) En RDC",NA,GAM_612f5d833210cd7780eef2f11e0eead0,GAM,df5d497b3a8d120a7305b8bb12d794c9,Yes,yes,NA,NA,59,4148
COD,2S-CRC,2S-CRC,FSW,Sud Kivu,NA,NA,2013,NA,51357,NA,NA,NA,NA,NA,"Rapport De L'enquete Sur L'estimation De La Taille Des Populations Cles Dans Six Provinces (Bas Congo, Katanga, Kinshasa, Orientale, Nord Et Sud Kivu) En RDC",NA,GAM_10753a4e97a3459073b736ccd8cc65c5,GAM,01d781bbbd24f6834a06553d8b6b20b3,Yes,yes,NA,NA,59,4149
COD,2S-CRC,2S-CRC,MSM,Sud Kivu,NA,NA,2013,NA,13205,NA,NA,NA,NA,NA,"Rapport De L'enquete Sur L'estimation De La Taille Des Populations Cles Dans Six Provinces (Bas Congo, Katanga, Kinshasa, Orientale, Nord Et Sud Kivu) En RDC",NA,GAM_c30da957b913324f840d1df363061694,GAM,ce3d1ea5a572cc9d101f91a7893594e2,Yes,yes,NA,NA,59,4150
COD,2S-CRC,2S-CRC,PWID,Sud Kivu,NA,NA,2013,NA,856,NA,NA,NA,NA,NA,"Rapport De L'enquete Sur L'estimation De La Taille Des Populations Cles Dans Six Provinces (Bas Congo, Katanga, Kinshasa, Orientale, Nord Et Sud Kivu) En RDC",NA,GAM_65332880f5ade113faf99ace9c87637e,GAM,1f21c1837821e027410a356e4a55e895,Yes,yes,NA,NA,59,4151
COD,Multiple methods - mixture,Multiple methods - mixture,MSM,Kinshasa,NA,NA,2017,NA,4403,NA,NA,NA,NA,NA,"Methodes díestimation de la taille en RDC (MSM, PS, UDI)",NA,GF_cb756fca4b993cd15cb5e5455740a1a2,GF,f5a1370120b6a6e8277bc7573fd36d65,Yes,yes,NA,NA,63,4181
COD,Multiple methods - mixture,Multiple methods - mixture,FSW,Kinshasa,NA,NA,2017,NA,3941,NA,NA,NA,NA,NA,"Methodes díestimation de la taille en RDC (MSM, PS, UDI)",NA,GF_c348255ee5c85e205d6235ec05707551,GF,643384da1cc2de0f3160b9c8976388f9,Yes,yes,NA,NA,63,4182
COD,Multiple methods - mixture,Multiple methods - mixture,PWID,Kinshasa,NA,NA,2017,NA,3381,NA,NA,NA,NA,NA,"Methodes díestimation de la taille en RDC (MSM, PS, UDI)",NA,GF_cfd2ddd15aee614284cbe5f47f5762da,GF,e639cfe075a9b1076c43092eec60f908,Yes,yes,NA,NA,63,4183
COD,Multiple methods - empirical,Multiple methods - empirical,MSM,Kinshasa,NA,NA,2018,NA,9458,NA,NA,0.0028,NA,NA,RAPPORT DE LíENQUETE SUR LA CARTOGRAPHIE PROGRAMMATIQUE ET ESTIMATION DE TAILLE DES POPULATIONS CLES EXPOSEES AUX RISQUES DU VIH/ SIDA ET DES IST DANS 12 PROVINCES DE LA RDC,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,64,4184
COD,Multiple methods - empirical,Multiple methods - empirical,FSW,Kinshasa,NA,NA,2018,NA,16884,NA,NA,0.0049,NA,NA,RAPPORT DE LíENQUETE SUR LA CARTOGRAPHIE PROGRAMMATIQUE ET ESTIMATION DE TAILLE DES POPULATIONS CLES EXPOSEES AUX RISQUES DU VIH/ SIDA ET DES IST DANS 12 PROVINCES DE LA RDC,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,64,4185
COD,Multiple methods - empirical,Multiple methods - empirical,PWID,Kinshasa,NA,NA,2018,NA,5202,NA,NA,8e-4,NA,NA,RAPPORT DE LíENQUETE SUR LA CARTOGRAPHIE PROGRAMMATIQUE ET ESTIMATION DE TAILLE DES POPULATIONS CLES EXPOSEES AUX RISQUES DU VIH/ SIDA ET DES IST DANS 12 PROVINCES DE LA RDC,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,64,4187
CMR,PLACE/mapping,PLACE/mapping,MSM,Bertoua,NA,NA,2018,NA,319,NA,NA,NA,NA,NA,"Cartographie Programmatique Et Estimation De Taille Des Travailleuses De Sexe, Des Hommes Ayant Des Rapports Sexuels Avec Des Hommes, Des Usagers De Drogue, Et Des Adolescent(E)S Et Jeunes Vulnerables Au VIH Au Cameroun",NA,GAM_ecdce8ba70ba6f71ed5f0b92288fa920,GAM,0359791577d15dd02a3fea9e1c0dfb86,Yes,yes,NA,NA,55,4188
CMR,PLACE/mapping,PLACE/mapping,MSM,Buea,NA,NA,2018,NA,152,NA,NA,NA,NA,NA,"Cartographie Programmatique Et Estimation De Taille Des Travailleuses De Sexe, Des Hommes Ayant Des Rapports Sexuels Avec Des Hommes, Des Usagers De Drogue, Et Des Adolescent(E)S Et Jeunes Vulnerables Au VIH Au Cameroun",NA,GAM_304c9b3ed7987864456b2041990b023a,GAM,bf8290a95563a6f602d1d7ed8e5132d4,Yes,yes,NA,NA,55,4189
CMR,PLACE/mapping,PLACE/mapping,MSM,Douala,NA,NA,2018,NA,2295,NA,NA,NA,NA,NA,"Cartographie Programmatique Et Estimation De Taille Des Travailleuses De Sexe, Des Hommes Ayant Des Rapports Sexuels Avec Des Hommes, Des Usagers De Drogue, Et Des Adolescent(E)S Et Jeunes Vulnerables Au VIH Au Cameroun",NA,GAM_61acb9a35bb7b636cf075f6c5dd25b4b,GAM,dfe8da44ccacabc84dee17c646bd71f1,Yes,yes,NA,NA,55,4191
CMR,PLACE/mapping,PLACE/mapping,MSM,Ebolowa,NA,NA,2018,NA,260,NA,NA,NA,NA,NA,"Cartographie Programmatique Et Estimation De Taille Des Travailleuses De Sexe, Des Hommes Ayant Des Rapports Sexuels Avec Des Hommes, Des Usagers De Drogue, Et Des Adolescent(E)S Et Jeunes Vulnerables Au VIH Au Cameroun",NA,GAM_ed4845b2e5a098dc96c87b21984def5c,GAM,849dfd8540b545651e2a82f5eff82321,Yes,yes,NA,NA,55,4192
CMR,PLACE/mapping,PLACE/mapping,MSM,Garoua,NA,NA,2018,NA,251,NA,NA,NA,NA,NA,"Cartographie Programmatique Et Estimation De Taille Des Travailleuses De Sexe, Des Hommes Ayant Des Rapports Sexuels Avec Des Hommes, Des Usagers De Drogue, Et Des Adolescent(E)S Et Jeunes Vulnerables Au VIH Au Cameroun",NA,GAM_d4837bf9535294ab0f0acc994e1118b7,GAM,45b7e98a541f3914acf4357771cfcb33,Yes,yes,NA,NA,55,4193
CMR,PLACE/mapping,PLACE/mapping,MSM,Kribi,NA,NA,2018,NA,283,NA,NA,NA,NA,NA,"Cartographie Programmatique Et Estimation De Taille Des Travailleuses De Sexe, Des Hommes Ayant Des Rapports Sexuels Avec Des Hommes, Des Usagers De Drogue, Et Des Adolescent(E)S Et Jeunes Vulnerables Au VIH Au Cameroun",NA,GAM_5f2b07c4c948ed02b78201d942bb377e,GAM,5dc54208aadf88af7e4e632c06a5ea64,Yes,yes,NA,NA,55,4214
CMR,PLACE/mapping,PLACE/mapping,MSM,Limbe,NA,NA,2018,NA,231,NA,NA,NA,NA,NA,"Cartographie Programmatique Et Estimation De Taille Des Travailleuses De Sexe, Des Hommes Ayant Des Rapports Sexuels Avec Des Hommes, Des Usagers De Drogue, Et Des Adolescent(E)S Et Jeunes Vulnerables Au VIH Au Cameroun",NA,GAM_7d8528f5c4db97330f6109850681dbaf,GAM,bca55c013b6fecbc3462848823ed0c53,Yes,yes,NA,NA,55,4225
CMR,PLACE/mapping,PLACE/mapping,MSM,Maroua,NA,NA,2018,NA,134,NA,NA,NA,NA,NA,"Cartographie Programmatique Et Estimation De Taille Des Travailleuses De Sexe, Des Hommes Ayant Des Rapports Sexuels Avec Des Hommes, Des Usagers De Drogue, Et Des Adolescent(E)S Et Jeunes Vulnerables Au VIH Au Cameroun",NA,GAM_be3f61a4d2e6eec934a18bd1cc6b6557,GAM,4bbeb1780891fa09b43ce48d2eb2881c,Yes,yes,NA,NA,55,4230
TGO,Multiple methods - mixture,Multiple methods - mixture,FSW,Aneho,NA,NA,2015,116,160,230,NA,NA,NA,NA,ESTIMATION DE LA TAILLE ET CARTOGRAPHIE DES SITES DES HOMMES AYANT DES RAPPORTS SEXUELS AVEC D‚ÄôAUTRES HOMMES (HSH) ET DES PROFESSIONNELLES DE SEXE (PS) AU TOGO,NA,GAM_90878afd71d19236961158b4d422b1ae,GAM,56a75a5d3ab3d42cc47a6050f829c5aa,Yes,yes,NA,NA,358,4232
CMR,PLACE/mapping,PLACE/mapping,MSM,Ngaoundere,NA,NA,2018,NA,152,NA,NA,NA,NA,NA,"Cartographie Programmatique Et Estimation De Taille Des Travailleuses De Sexe, Des Hommes Ayant Des Rapports Sexuels Avec Des Hommes, Des Usagers De Drogue, Et Des Adolescent(E)S Et Jeunes Vulnerables Au VIH Au Cameroun",NA,GAM_76d2e31e7fea0a7015c650df858d3526,GAM,220223eb58accf7a6df021dcc2fb3d18,Yes,yes,NA,NA,55,4233
TGO,Multiple methods - mixture,Multiple methods - mixture,FSW,Atakpame,NA,NA,2015,315,437,622,NA,NA,NA,NA,ESTIMATION DE LA TAILLE ET CARTOGRAPHIE DES SITES DES HOMMES AYANT DES RAPPORTS SEXUELS AVEC D‚ÄôAUTRES HOMMES (HSH) ET DES PROFESSIONNELLES DE SEXE (PS) AU TOGO,NA,GAM_d29ff4dce8ede434a917d9a3c5cd93f6,GAM,25eda4f433568c927f1d5c0851bad24a,Yes,yes,NA,NA,358,4234
TGO,Multiple methods - mixture,Multiple methods - mixture,FSW,Cinkasse,NA,NA,2015,130,168,256,NA,NA,NA,NA,ESTIMATION DE LA TAILLE ET CARTOGRAPHIE DES SITES DES HOMMES AYANT DES RAPPORTS SEXUELS AVEC D‚ÄôAUTRES HOMMES (HSH) ET DES PROFESSIONNELLES DE SEXE (PS) AU TOGO,NA,GAM_cb23c854bc3b8bb33223b61f124e8496,GAM,22cc5facc5b5fb38edc6bcd4a7914fdd,Yes,yes,NA,NA,358,4236
TGO,Multiple methods - mixture,Multiple methods - mixture,FSW,Dapaong,NA,NA,2015,292,376,576,NA,NA,NA,NA,ESTIMATION DE LA TAILLE ET CARTOGRAPHIE DES SITES DES HOMMES AYANT DES RAPPORTS SEXUELS AVEC D‚ÄôAUTRES HOMMES (HSH) ET DES PROFESSIONNELLES DE SEXE (PS) AU TOGO,NA,GAM_7392ac12fbd4582a7d3e9dd14c42fd79,GAM,0ac54a6aeaae7d24cd8d919efada4cdd,Yes,yes,NA,NA,358,4237
CMR,PLACE/mapping,PLACE/mapping,MSM,Yaounde,NA,NA,2018,NA,1849,NA,NA,NA,NA,NA,"Cartographie Programmatique Et Estimation De Taille Des Travailleuses De Sexe, Des Hommes Ayant Des Rapports Sexuels Avec Des Hommes, Des Usagers De Drogue, Et Des Adolescent(E)S Et Jeunes Vulnerables Au VIH Au Cameroun",NA,GAM_c6e926c8032950746571b91004087e45,GAM,f90dca12e9bc55f46b37e777a8896802,Yes,yes,NA,NA,55,4238
TGO,Multiple methods - mixture,Multiple methods - mixture,FSW,Kpalime,NA,NA,2015,347,483,685,NA,NA,NA,NA,ESTIMATION DE LA TAILLE ET CARTOGRAPHIE DES SITES DES HOMMES AYANT DES RAPPORTS SEXUELS AVEC D‚ÄôAUTRES HOMMES (HSH) ET DES PROFESSIONNELLES DE SEXE (PS) AU TOGO,NA,GAM_1a0b82b31cbdbd5f5f9a4a5f2546c923,GAM,4946308bbf4ee3592b88621aea0efc92,Yes,yes,NA,NA,358,4239
TGO,Multiple methods - mixture,Multiple methods - mixture,FSW,Sokode,NA,NA,2015,410,572,809,NA,NA,NA,NA,ESTIMATION DE LA TAILLE ET CARTOGRAPHIE DES SITES DES HOMMES AYANT DES RAPPORTS SEXUELS AVEC D‚ÄôAUTRES HOMMES (HSH) ET DES PROFESSIONNELLES DE SEXE (PS) AU TOGO,NA,GAM_ee9ef937485c4b54cc41a83f22f5b80d,GAM,f4d5b8022a89e57db9cc5c0db4d470e4,Yes,yes,NA,NA,358,4240
CMR,PLACE/mapping,PLACE/mapping,PWID,Bafoussam,NA,NA,2018,NA,122,NA,NA,NA,NA,NA,"Cartographie Programmatique Et Estimation De Taille Des Travailleuses De Sexe, Des Hommes Ayant Des Rapports Sexuels Avec Des Hommes, Des Usagers De Drogue, Et Des Adolescent(E)S Et Jeunes Vulnerables Au VIH Au Cameroun",NA,GAM_4ee14980c90e55567a24c89e5fa43bf5,GAM,52ba105ec02927a3f18d5cb9b77b2908,Yes,yes,NA,NA,55,4241
