Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote
Jordan,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,
Kazakhstan,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , 1200,,1200 ,<1000 , 1600,,1600 ,1000 , 2200,,2100 ,1300 , 2900,,2700 ,1700 , 3700,,3400 ,2100 , 4600,,4100 ,2600 , 5600,,4900 ,3100 , 6700,,5700 ,3600 , 7700,,6400 ,4100 , 8800,,7200 ,4600 , 9800,,8000 ,5100 , 11 000,,8800 ,5600 , 12 000,,9700 ,6200 , 13 000,,11 000 ,6800 , 14 000,,12 000 ,7600 , 16 000,,13 000 ,8400 , 18 000,,14 000 ,8900 , 19 000,,15 000 ,9400 , 19 000,,15 000 ,10 000 , 21 000,,17 000 ,11 000 , 22 000,,18 000 ,12 000 , 24 000,,20 000 ,13 000 , 26 000,,22 000 ,14 000 , 29 000,,24 000 ,15 000 , 31 000,,26 000 ,17 000 , 34 000,,28 000 ,18 000 , 37 000,
Kenya,460 000 ,400 000 , 540 000,,610 000 ,540 000 , 710 000,,780 000 ,680 000 , 900 000,,930 000 ,810 000 , 1 100 000,,1 100 000 ,930 000 , 1 200 000,,1 200 000 ,1 000 000 , 1 300 000,,1 200 000 ,1 100 000 , 1 400 000,,1 300 000 ,1 100 000 , 1 500 000,,1 300 000 ,1 100 000 , 1 500 000,,1 300 000 ,1 100 000 , 1 500 000,,1 300 000 ,1 100 000 , 1 500 000,,1 200 000 ,1 100 000 , 1 400 000,,1 200 000 ,1 100 000 , 1 400 000,,1 200 000 ,1 000 000 , 1 400 000,,1 100 000 ,990 000 , 1 300 000,,1 100 000 ,960 000 , 1 300 000,,1 100 000 ,950 000 , 1 300 000,,1 100 000 ,940 000 , 1 300 000,,1 100 000 ,940 000 , 1 200 000,,1 100 000 ,940 000 , 1 300 000,,1 100 000 ,940 000 , 1 300 000,,1 100 000 ,940 000 , 1 300 000,,1 100 000 ,950 000 , 1 300 000,,1 100 000 ,950 000 , 1 300 000,,1 100 000 ,960 000 , 1 300 000,,1 100 000 ,960 000 , 1 300 000,,1 100 000 ,950 000 , 1 300 000,,1 100 000 ,950 000 , 1 300 000,,1 100 000 ,940 000 , 1 300 000,,1 100 000 ,930 000 , 1 200 000,,1 100 000 ,920 000 , 1 200 000,
Kuwait,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Kyrgyzstan,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<200 ,<100 , <1000,,<500 ,<200 , <1000,,<500 ,<500 , <1000,,<1000 ,<1000 , <1000,,1100 ,<1000 , 1300,,1600 ,1300 , 1800,,2000 ,1700 , 2300,,2500 ,2200 , 2700,,2900 ,2600 , 3200,,3400 ,3100 , 3600,,3800 ,3500 , 4100,,4200 ,3900 , 4500,,4600 ,4300 , 5000,,5000 ,4700 , 5400,,5500 ,5100 , 5900,,5900 ,5500 , 6400,,6300 ,5900 , 6900,,6800 ,6300 , 7400,,7200 ,6600 , 7800,,7600 ,7000 , 8300,
Lao People's Democratic Republic,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<200 ,<200 , <200,,<500 ,<500 , <500,,<500 ,<500 , <500,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1100,,1400 ,1200 , 1600,,1800 ,1600 , 2100,,2400 ,2100 , 2700,,3000 ,2600 , 3400,,3600 ,3200 , 4100,,4200 ,3700 , 4700,,4800 ,4300 , 5400,,5500 ,4800 , 6100,,6200 ,5400 , 6900,,6900 ,6100 , 7700,,7600 ,6700 , 8500,,8300 ,7400 , 9300,,9000 ,7900 , 10 000,,9600 ,8500 , 11 000,,10 000 ,9000 , 11 000,,11 000 ,9500 , 12 000,,11 000 ,9900 , 13 000,,12 000 ,10 000 , 13 000,,12 000 ,11 000 , 14 000,,13 000 ,11 000 , 14 000,,13 000 ,11 000 , 14 000,,13 000 ,12 000 , 15 000,
Latvia,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Lebanon,<200 ,<100 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1000,,1000 ,<1000 , 1100,,1100 ,1000 , 1200,,1200 ,1100 , 1300,,1300 ,1200 , 1400,,1500 ,1300 , 1600,,1600 ,1500 , 1700,,1700 ,1600 , 1900,,1800 ,1600 , 2000,,1900 ,1700 , 2100,,1900 ,1700 , 2100,,1900 ,1700 , 2200,,2000 ,1700 , 2200,
Lesotho,12 000 ,7900 , 17 000,,20 000 ,15 000 , 27 000,,32 000 ,27 000 , 39 000,,50 000 ,42 000 , 59 000,,71 000 ,61 000 , 83 000,,95 000 ,80 000 , 110 000,,120 000 ,99 000 , 130 000,,140 000 ,120 000 , 150 000,,150 000 ,130 000 , 170 000,,170 000 ,150 000 , 180 000,,180 000 ,160 000 , 190 000,,180 000 ,170 000 , 200 000,,190 000 ,180 000 , 200 000,,190 000 ,180 000 , 200 000,,200 000 ,190 000 , 210 000,,200 000 ,190 000 , 210 000,,200 000 ,190 000 , 210 000,,200 000 ,200 000 , 210 000,,210 000 ,200 000 , 220 000,,210 000 ,200 000 , 220 000,,220 000 ,210 000 , 220 000,,220 000 ,210 000 , 230 000,,220 000 ,220 000 , 230 000,,230 000 ,220 000 , 230 000,,230 000 ,220 000 , 230 000,,230 000 ,220 000 , 230 000,,220 000 ,220 000 , 230 000,,220 000 ,210 000 , 230 000,,220 000 ,210 000 , 220 000,,210 000 ,210 000 , 220 000,,210 000 ,200 000 , 220 000,
Liberia,13 000 ,4500 , 31 000,,17 000 ,6100 , 35 000,,19 000 ,8100 , 36 000,,21 000 ,9900 , 37 000,,24 000 ,12 000 , 38 000,,26 000 ,16 000 , 40 000,,28 000 ,19 000 , 42 000,,31 000 ,22 000 , 43 000,,33 000 ,25 000 , 44 000,,34 000 ,28 000 , 44 000,,35 000 ,29 000 , 43 000,,35 000 ,30 000 , 42 000,,35 000 ,29 000 , 41 000,,34 000 ,29 000 , 39 000,,33 000 ,28 000 , 38 000,,32 000 ,28 000 , 37 000,,32 000 ,28 000 , 36 000,,31 000 ,28 000 , 36 000,,31 000 ,27 000 , 36 000,,31 000 ,27 000 , 35 000,,31 000 ,27 000 , 35 000,,31 000 ,26 000 , 35 000,,30 000 ,26 000 , 35 000,,30 000 ,26 000 , 35 000,,30 000 ,25 000 , 34 000,,29 000 ,24 000 , 34 000,,29 000 ,23 000 , 34 000,,28 000 ,23 000 , 34 000,,28 000 ,23 000 , 34 000,,27 000 ,22 000 , 34 000,,27 000 ,21 000 , 34 000,
Libya,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1000,,1200 ,1100 , 1300,,1600 ,1500 , 1700,,2000 ,1800 , 2200,,2500 ,2300 , 2800,,3100 ,2800 , 3400,,3600 ,3400 , 3900,,4100 ,3900 , 4400,,4500 ,4300 , 4800,,4800 ,4500 , 5100,,4900 ,4500 , 5200,,4900 ,4600 , 5300,,4900 ,4500 , 5300,,4800 ,4400 , 5200,,4700 ,4300 , 5100,,4600 ,4300 , 5000,,4700 ,4300 , 5100,,4700 ,4400 , 5100,,4800 ,4400 , 5200,,4800 ,4400 , 5300,,4900 ,4500 , 5500,
Lithuania,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Luxembourg,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Madagascar,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <500,,<100 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <1000,,<500 ,<200 , <1000,,<500 ,<500 , 1100,,<1000 ,<500 , 1400,,<1000 ,<1000 , 1800,,1300 ,<1000 , 2300,,1700 ,1000 , 2900,,2200 ,1400 , 3400,,2800 ,1800 , 4100,,3400 ,2200 , 4800,,4200 ,2800 , 5700,,5000 ,3400 , 6800,,6000 ,4200 , 8000,,7200 ,5000 , 9400,,8500 ,6100 , 11 000,,10 000 ,7500 , 13 000,,12 000 ,9100 , 15 000,,14 000 ,11 000 , 17 000,,16 000 ,13 000 , 20 000,,19 000 ,15 000 , 23 000,,21 000 ,17 000 , 27 000,,24 000 ,20 000 , 31 000,,27 000 ,22 000 , 35 000,,30 000 ,24 000 , 38 000,,33 000 ,27 000 , 43 000,,37 000 ,29 000 , 49 000,
Malawi,350 000 ,300 000 , 410 000,,410 000 ,370 000 , 470 000,,480 000 ,430 000 , 530 000,,540 000 ,490 000 , 590 000,,590 000 ,550 000 , 640 000,,640 000 ,600 000 , 690 000,,680 000 ,640 000 , 730 000,,710 000 ,660 000 , 750 000,,730 000 ,680 000 , 770 000,,730 000 ,690 000 , 780 000,,730 000 ,690 000 , 780 000,,730 000 ,690 000 , 770 000,,720 000 ,680 000 , 760 000,,710 000 ,680 000 , 750 000,,700 000 ,670 000 , 740 000,,700 000 ,660 000 , 730 000,,690 000 ,660 000 , 720 000,,690 000 ,660 000 , 720 000,,690 000 ,660 000 , 720 000,,700 000 ,670 000 , 720 000,,700 000 ,680 000 , 730 000,,710 000 ,680 000 , 740 000,,720 000 ,690 000 , 740 000,,730 000 ,700 000 , 750 000,,730 000 ,710 000 , 760 000,,740 000 ,710 000 , 760 000,,740 000 ,710 000 , 770 000,,740 000 ,710 000 , 770 000,,740 000 ,700 000 , 770 000,,730 000 ,690 000 , 760 000,,720 000 ,670 000 , 760 000,
Malaysia,8600 ,6900 , 10 000,,15 000 ,12 000 , 18 000,,23 000 ,18 000 , 27 000,,29 000 ,24 000 , 34 000,,34 000 ,27 000 , 40 000,,38 000 ,31 000 , 44 000,,41 000 ,33 000 , 48 000,,44 000 ,36 000 , 51 000,,47 000 ,38 000 , 54 000,,49 000 ,41 000 , 57 000,,51 000 ,43 000 , 60 000,,53 000 ,45 000 , 62 000,,55 000 ,46 000 , 63 000,,56 000 ,48 000 , 65 000,,58 000 ,49 000 , 66 000,,59 000 ,50 000 , 67 000,,59 000 ,51 000 , 68 000,,60 000 ,52 000 , 68 000,,61 000 ,53 000 , 68 000,,61 000 ,54 000 , 69 000,,62 000 ,54 000 , 69 000,,62 000 ,55 000 , 69 000,,62 000 ,55 000 , 69 000,,62 000 ,56 000 , 69 000,,63 000 ,56 000 , 68 000,,63 000 ,56 000 , 68 000,,63 000 ,57 000 , 69 000,,64 000 ,58 000 , 70 000,,66 000 ,59 000 , 71 000,,68 000 ,60 000 , 73 000,,70 000 ,62 000 , 76 000,
Maldives,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Mali,40 000 ,17 000 , 88 000,,49 000 ,22 000 , 98 000,,58 000 ,29 000 , 100 000,,66 000 ,36 000 , 100 000,,73 000 ,44 000 , 110 000,,79 000 ,52 000 , 110 000,,84 000 ,60 000 , 110 000,,88 000 ,66 000 , 110 000,,90 000 ,71 000 , 110 000,,91 000 ,74 000 , 110 000,,91 000 ,77 000 , 110 000,,91 000 ,79 000 , 110 000,,91 000 ,79 000 , 110 000,,89 000 ,78 000 , 100 000,,88 000 ,77 000 , 100 000,,88 000 ,76 000 , 100 000,,87 000 ,75 000 , 99 000,,86 000 ,75 000 , 98 000,,87 000 ,75 000 , 99 000,,87 000 ,75 000 , 100 000,,87 000 ,74 000 , 100 000,,87 000 ,74 000 , 100 000,,87 000 ,74 000 , 100 000,,87 000 ,73 000 , 100 000,,86 000 ,72 000 , 100 000,,85 000 ,71 000 , 100 000,,84 000 ,70 000 , 100 000,,83 000 ,69 000 , 100 000,,82 000 ,67 000 , 100 000,,81 000 ,66 000 , 100 000,,81 000 ,65 000 , 100 000,
Malta,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Mauritania,<1000 ,<500 , 1400,,1100 ,<1000 , 1900,,1500 ,1000 , 2400,,1900 ,1400 , 2900,,2400 ,1800 , 3500,,3000 ,2300 , 4100,,3600 ,2800 , 4700,,4200 ,3400 , 5300,,4800 ,3900 , 5900,,5400 ,4500 , 6400,,6000 ,5100 , 7000,,6500 ,5600 , 7500,,6900 ,6000 , 7900,,7300 ,6400 , 8200,,7500 ,6600 , 8400,,7700 ,6800 , 8500,,7900 ,6900 , 8700,,7900 ,7000 , 8800,,7900 ,7000 , 8800,,7800 ,6900 , 8800,,7800 ,6800 , 8800,,7600 ,6600 , 8700,,7500 ,6500 , 8600,,7300 ,6300 , 8500,,7100 ,6100 , 8300,,6900 ,5900 , 8100,,6700 ,5700 , 8000,,6500 ,5400 , 7900,,6300 ,5200 , 7800,,6200 ,5000 , 7700,,6000 ,4900 , 7600,
Mauritius,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <500,,<200 ,<100 , <1000,,<500 ,<200 , 1300,,<1000 ,<500 , 2000,,1200 ,<500 , 3100,,2000 ,<1000 , 4200,,2900 ,1100 , 5000,,3900 ,1800 , 5800,,4800 ,2500 , 6500,,5700 ,3500 , 7200,,6500 ,4600 , 7800,,7300 ,5600 , 8300,,8000 ,6600 , 8800,,8600 ,7500 , 9400,,9200 ,8200 , 9900,,9600 ,8900 , 10 000,,10 000 ,9400 , 11 000,,10 000 ,9700 , 11 000,,11 000 ,9900 , 11 000,,11 000 ,10 000 , 11 000,,11 000 ,10 000 , 11 000,,11 000 ,10 000 , 11 000,,11 000 ,9900 , 11 000,,11 000 ,9900 , 11 000,,11 000 ,9700 , 11 000,,11 000 ,9600 , 11 000,,10 000 ,9400 , 11 000,,10 000 ,9200 , 12 000,
Mexico,53 000 ,44 000 , 61 000,,59 000 ,48 000 , 68 000,,66 000 ,54 000 , 76 000,,73 000 ,60 000 , 85 000,,81 000 ,66 000 , 93 000,,89 000 ,73 000 , 100 000,,97 000 ,80 000 , 110 000,,110 000 ,87 000 , 120 000,,110 000 ,94 000 , 130 000,,120 000 ,100 000 , 140 000,,130 000 ,110 000 , 150 000,,140 000 ,110 000 , 160 000,,140 000 ,120 000 , 170 000,,150 000 ,120 000 , 170 000,,160 000 ,130 000 , 180 000,,160 000 ,130 000 , 190 000,,170 000 ,140 000 , 190 000,,170 000 ,140 000 , 200 000,,180 000 ,140 000 , 200 000,,180 000 ,150 000 , 210 000,,180 000 ,150 000 , 210 000,,190 000 ,150 000 , 220 000,,200 000 ,160 000 , 220 000,,200 000 ,160 000 , 230 000,,210 000 ,170 000 , 240 000,,210 000 ,170 000 , 250 000,,220 000 ,180 000 , 250 000,,220 000 ,180 000 , 260 000,,230 000 ,190 000 , 270 000,,240 000 ,190 000 , 270 000,,240 000 ,190 000 , 280 000,
Mongolia,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<200 ,<100 , <200,,<200 ,<200 , <200,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,
