Panama,5156,"Children estimates were not available at the time of publication.",5924,"Children estimates were not available at the time of publication.",6411,"Children estimates were not available at the time of publication.",7782,"Children estimates were not available at the time of publication.",8549,"Children estimates were not available at the time of publication.",9456,"Children estimates were not available at the time of publication.",11 347,"Children estimates were not available at the time of publication.",12 947,"Children estimates were not available at the time of publication.",13 967,"Children estimates were not available at the time of publication.",15 688,"Children estimates were not available at the time of publication.",15 846,"Children estimates were not available at the time of publication."
Papua New Guinea,7078,"Children estimates were not available at the time of publication.",8822,"Children estimates were not available at the time of publication.",11 029,"Children estimates were not available at the time of publication.",13 903,"Children estimates were not available at the time of publication.",17 302,"Children estimates were not available at the time of publication.",20 028,"Children estimates were not available at the time of publication.",22 608,"Children estimates were not available at the time of publication.",25 056,"Children estimates were not available at the time of publication.",27 975,"Children estimates were not available at the time of publication.",30 474,"Children estimates were not available at the time of publication.",34 144,"Children estimates were not available at the time of publication."
Paraguay,2849,,2952,,3397,,4030,,4707,,5324,,6309,,7647,,8377,,9312,,9644,
Peru,19 525,,21 014,,27 007,,27 661,,32 308,,36 313,,42 910,,48 240,,56 976,,66 767,,70 694,
Philippines,1274,,2608,,3610,,5205,,8195,,12 216,,17 782,,24 610,,33 394,,42 898,,47 854,
Poland,...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication."
Portugal,20 126,,22 144,,24 163,,26 181,,28 200,,29 752,,31 304,,35 772,,37 172,,35 241,,36 044,
Qatar,0,,0,,0,,0,,0,,21,,43,,64,,85,,107,,128,
Republic of Korea,...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication."
Republic of Moldova,1196,,1614,,2012,,2411,,3018,,3744,,4369,,5032,,5835,,6559,,6678,
Romania,7091,"Children estimates were not available at the time of publication.",7347,"Children estimates were not available at the time of publication.",7662,"Children estimates were not available at the time of publication.",8594,"Children estimates were not available at the time of publication.",9349,"Children estimates were not available at the time of publication.",10 308,"Children estimates were not available at the time of publication.",10 746,"Children estimates were not available at the time of publication.",11 374,"Children estimates were not available at the time of publication.",11 916,"Children estimates were not available at the time of publication.",12 644,"Children estimates were not available at the time of publication.",12 727,"Children estimates were not available at the time of publication."
Russian Federation,69 573,"Estimates were not available at the time of publication.",90 590,"Estimates were not available at the time of publication.",111 195,"Estimates were not available at the time of publication.",136 729,"Estimates were not available at the time of publication.",172 453,"Estimates were not available at the time of publication.",209 708,"Estimates were not available at the time of publication.",285 920,"Estimates were not available at the time of publication.",346 132,"Estimates were not available at the time of publication.",428 999,"Estimates were not available at the time of publication.",489 613,"Estimates were not available at the time of publication.",604 099,"Estimates were not available at the time of publication."
Rwanda,81 742,,92 223,,108 056,,121 705,,136 180,,151 049,,169 599,,177 354,,184 926,,191 743,,198 393,
Sao Tome and Principe,201,,252,,296,,332,,398,,508,,589,,707,,792,,814,,837,
Saudi Arabia,3233,,3433,,3633,,3833,,4033,,4233,,4838,,5534,,6206,,7182,,7182,
Senegal,11 797,,12 771,,11 888,,13 538,,15 703,,17 192,,19 943,,21 969,,25 232,,27 499,,28 979,
Serbia,904,"Children estimates were not available at the time of publication.",984,"Children estimates were not available at the time of publication.",1065,"Children estimates were not available at the time of publication.",1154,"Children estimates were not available at the time of publication.",1260,"Children estimates were not available at the time of publication.",1389,"Children estimates were not available at the time of publication.",1557,"Children estimates were not available at the time of publication.",1740,"Children estimates were not available at the time of publication.",1968,"Children estimates were not available at the time of publication.",2086,"Children estimates were not available at the time of publication.",2160,"Children estimates were not available at the time of publication."
Sierra Leone,5552,,7582,,7802,,8680,,10 289,,13 466,,17 058,,22 710,,27 296,,32 109,,36 805,
Singapore,2025,"Children estimates were not available at the time of publication.",2493,"Children estimates were not available at the time of publication.",2973,"Children estimates were not available at the time of publication.",3494,"Children estimates were not available at the time of publication.",4089,"Children estimates were not available at the time of publication.",4567,"Children estimates were not available at the time of publication.",4937,"Children estimates were not available at the time of publication.",5434,"Children estimates were not available at the time of publication.",5662,"Children estimates were not available at the time of publication.",6047,"Children estimates were not available at the time of publication.",6010,"Children estimates were not available at the time of publication."
Slovakia,...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication."
Slovenia,256,"Children estimates were not available at the time of publication.",279,"Children estimates were not available at the time of publication.",305,"Children estimates were not available at the time of publication.",357,"Children estimates were not available at the time of publication.",409,"Children estimates were not available at the time of publication.",461,"Children estimates were not available at the time of publication.",533,"Children estimates were not available at the time of publication.",592,"Children estimates were not available at the time of publication.",631,"Children estimates were not available at the time of publication.",649,"Children estimates were not available at the time of publication.",708,"Children estimates were not available at the time of publication."
Somalia,878,,1091,,1242,,1624,,1853,,2198,,2534,,2849,,3072,,3311,,3542,
South Africa,1 259 356,,1 735 474,,2 252 091,,2 669 854,,3 071 557,,3 503 870,,3 942 140,,4 359 165,,4 700 995,,5 074 479,,...,
South Sudan,2168,,3529,,4395,,6949,,10 790,,17 845,,18 455,,22 793,,29 266,,33 253,,40 252,
Spain,87 982,"Children estimates were not available at the time of publication.",90 826,"Children estimates were not available at the time of publication.",95 773,"Children estimates were not available at the time of publication.",99 020,"Children estimates were not available at the time of publication.",102 202,"Children estimates were not available at the time of publication.",107 064,"Children estimates were not available at the time of publication.",117 944,"Children estimates were not available at the time of publication.",122 194,"Children estimates were not available at the time of publication.",125 705,"Children estimates were not available at the time of publication.",128 216,"Children estimates were not available at the time of publication.",130 339,"Children estimates were not available at the time of publication."
Sri Lanka,251,,293,,363,,489,,605,,768,,1027,,1254,,1531,,1804,,2129,
Sudan,1890,,2237,,2405,,3058,,3546,,3994,,5293,,7065,,8183,,9776,,10 890,
Suriname,1042,,1212,,1599,,1862,,2100,,2210,,2476,,2619,,2817,,2827,,1810,
Sweden,...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication."
Switzerland,9529,"Children estimates were not available at the time of publication.",10 165,"Children estimates were not available at the time of publication.",10 800,"Children estimates were not available at the time of publication.",11 300,"Children estimates were not available at the time of publication.",11 800,"Children estimates were not available at the time of publication.",12 300,"Children estimates were not available at the time of publication.",13 300,"Children estimates were not available at the time of publication.",14 400,"Children estimates were not available at the time of publication.",14 800,"Children estimates were not available at the time of publication.",15 000,"Children estimates were not available at the time of publication.",15 600,"Children estimates were not available at the time of publication."
Syrian Arab Republic,48,,69,,84,,88,,96,,100,,111,,143,,191,,247,,274,
Tajikistan,415,,596,,750,,973,,1543,,2408,,3315,,4229,,5243,,6170,,7084,
Thailand,203 690,,221 442,,236 320,,253 759,,271 198,,288 636,,313 927,,335 979,,361 506,,378 961,,392 776,
Timor-Leste,46,,44,,73,,129,,155,,181,,231,,268,,365,,501,,594,
Togo,23 278,,27 369,,28 236,,32 112,,34 650,,40 545,,48 010,,56 089,,60 648,,71 540,,75 616,
Trinidad and Tobago,4355,"Children estimates were not available at the time of publication.",4768,"Children estimates were not available at the time of publication.",5407,"Children estimates were not available at the time of publication.",5988,"Children estimates were not available at the time of publication.",6286,"Children estimates were not available at the time of publication.",6589,"Children estimates were not available at the time of publication.",6588,"Children estimates were not available at the time of publication.",6582,"Children estimates were not available at the time of publication.",7204,"Children estimates were not available at the time of publication.",7770,"Children estimates were not available at the time of publication.",7218,"Children estimates were not available at the time of publication."
Tunisia,392,,461,,443,,525,,633,,714,,846,,899,,1054,,1245,,1401,
Turkey,...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication."
Turkmenistan,0,"Estimates were not available at the time of publication.",0,"Estimates were not available at the time of publication.",0,"Estimates were not available at the time of publication.",0,"Estimates were not available at the time of publication.",0,"Estimates were not available at the time of publication.",0,"Estimates were not available at the time of publication.",0,"Estimates were not available at the time of publication.",0,"Estimates were not available at the time of publication.",0,"Estimates were not available at the time of publication.",0,"Estimates were not available at the time of publication.",0,"Estimates were not available at the time of publication."
Uganda,215 193,,250 892,,342 626,,468 903,,590 434,,658 666,,762 477,,904 435,,936 873,,1 157 310,,1 217 677,
Ukraine,20 651,,25 274,,38 962,,53 084,,63 684,,63 492,,88 298,,102 031,,119 658,,133 343,,143 833,
United Arab Emirates,180,,202,,267,,276,,194,,196,,182,,205,,215,,225,,457,
United Kingdom,...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication."
United Republic of Tanzania,224 906,,248 679,,400 935,,476 674,,601 537,,692 253,,795 892,,914 744,,1 049 105,,1 215 802,,1 361 245,
United States,...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication."
Uruguay,2923,,3209,,3181,,5193,,5639,,6000,,6300,,6954,,8028,,8500,,9240,
Uzbekistan,3080,,4190,,1694,,4154,,6681,,9173,,12 403,,16 556,,21 197,,23 298,,27 773,
Venezuela (Bolivarian Republic of),38 204,,40 384,,43 032,,43 071,,43 601,,56 994,,51 983,,39 823,,27 372,,43 848,,54 740,
Viet Nam,46 760,,58 163,,69 883,,79 983,,88 983,,106 567,,119 500,,135 103,,145 360,,155 000,,164 881,
Yemen,463,,574,,668,,842,,1143,,1307,,1648,,1916,,2201,,2534,,2788,
Zambia,324 896,,395 503,,446 183,,520 627,,609 480,,706 743,,749 083,,803 957,,928 930,,1 020 479,,1 131 528,
Zimbabwe,330 379,,444 663,,518 791,,618 880,,703 603,,776 530,,854 598,,978 162,,924 330,,1 089 366,,1 128 432,
Global,7 400 000,,8 900 000,,10 700 000,,12 500 000,,14 300 000,,16 200 000,,18 400 000,,20 500 000,,22 200 000,,24 500 000,,26 600 000,
