Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote
Jamaica,4000 ,<1000 , 7500,,4800 ,1900 , 8200,,5700 ,2700 , 9400,,6600 ,3800 , 11 000,,7400 ,4900 , 11 000,,8100 ,6000 , 12 000,,8700 ,6800 , 12 000,,9200 ,7400 , 13 000,,9600 ,7800 , 13 000,,10 000 ,8100 , 13 000,,10 000 ,8400 , 14 000,,11 000 ,8700 , 14 000,,11 000 ,9000 , 14 000,,11 000 ,9000 , 15 000,,11 000 ,9100 , 15 000,,11 000 ,9200 , 15 000,,11 000 ,9300 , 15 000,,11 000 ,9400 , 16 000,,11 000 ,9400 , 16 000,,12 000 ,9600 , 16 000,,12 000 ,9700 , 16 000,,12 000 ,9800 , 17 000,,12 000 ,9800 , 17 000,,12 000 ,9900 , 17 000,,12 000 ,10 000 , 17 000,,12 000 ,10 000 , 17 000,,12 000 ,10 000 , 17 000,,12 000 ,10 000 , 17 000,,12 000 ,10 000 , 17 000,,12 000 ,9900 , 17 000,,12 000 ,9800 , 17 000,
Japan,<200 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , 1000,"Children estimates were not available at the time of publication.",1000 ,<1000 , 1100,"Children estimates were not available at the time of publication.",1100 ,1100 , 1200,"Children estimates were not available at the time of publication.",1200 ,1100 , 1300,"Children estimates were not available at the time of publication.",1300 ,1200 , 1400,"Children estimates were not available at the time of publication.",1400 ,1300 , 1400,"Children estimates were not available at the time of publication.",1400 ,1300 , 1500,"Children estimates were not available at the time of publication.",1500 ,1400 , 1600,"Children estimates were not available at the time of publication.",1600 ,1500 , 1600,"Children estimates were not available at the time of publication.",1600 ,1500 , 1700,"Children estimates were not available at the time of publication.",1700 ,1600 , 1800,"Children estimates were not available at the time of publication.",1700 ,1600 , 1800,"Children estimates were not available at the time of publication.",1700 ,1600 , 1900,"Children estimates were not available at the time of publication.",1800 ,1700 , 1900,"Children estimates were not available at the time of publication.",1800 ,1700 , 1900,"Children estimates were not available at the time of publication.",1800 ,1700 , 1900,"Children estimates were not available at the time of publication.",1800 ,1700 , 1900,"Children estimates were not available at the time of publication.",1700 ,1600 , 1900,"Children estimates were not available at the time of publication.",1700 ,1600 , 1900,"Children estimates were not available at the time of publication.",1700 ,1500 , 1800,"Children estimates were not available at the time of publication.",1600 ,1400 , 1800,"Children estimates were not available at the time of publication."
Jordan,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <500,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,
Kazakhstan,<100 ,<100 , <100,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , 1100,,1000 ,<1000 , 1400,,1300 ,<1000 , 1700,,1500 ,<1000 , 2000,,1700 ,1100 , 2300,,2000 ,1300 , 2700,,2200 ,1400 , 3000,,2400 ,1600 , 3300,,2700 ,1700 , 3700,,3000 ,1900 , 4000,,3300 ,2100 , 4400,,3600 ,2300 , 4900,,4000 ,2600 , 5400,,4300 ,2800 , 5800,,4500 ,3000 , 6100,,4800 ,3200 , 6500,,5200 ,3500 , 7000,,5700 ,3800 , 7600,,6200 ,4100 , 8300,,6900 ,4500 , 9100,,7400 ,4800 , 9900,,8100 ,5300 , 11 000,,8900 ,5800 , 12 000,
Kenya,270 000 ,230 000 , 320 000,,370 000 ,310 000 , 430 000,,470 000 ,400 000 , 550 000,,570 000 ,490 000 , 670 000,,650 000 ,560 000 , 760 000,,720 000 ,610 000 , 840 000,,760 000 ,650 000 , 890 000,,790 000 ,670 000 , 920 000,,800 000 ,690 000 , 940 000,,800 000 ,690 000 , 940 000,,790 000 ,680 000 , 930 000,,780 000 ,670 000 , 910 000,,760 000 ,650 000 , 890 000,,740 000 ,630 000 , 860 000,,720 000 ,610 000 , 840 000,,700 000 ,600 000 , 820 000,,680 000 ,590 000 , 800 000,,680 000 ,580 000 , 790 000,,670 000 ,580 000 , 790 000,,670 000 ,580 000 , 790 000,,680 000 ,580 000 , 790 000,,680 000 ,580 000 , 790 000,,680 000 ,590 000 , 800 000,,690 000 ,590 000 , 810 000,,700 000 ,600 000 , 820 000,,700 000 ,600 000 , 820 000,,710 000 ,600 000 , 830 000,,710 000 ,600 000 , 830 000,,700 000 ,600 000 , 820 000,,700 000 ,600 000 , 820 000,,700 000 ,600 000 , 820 000,
Kuwait,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Kyrgyzstan,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1000,,1100 ,1000 , 1200,,1200 ,1200 , 1300,,1400 ,1300 , 1500,,1500 ,1400 , 1600,,1700 ,1600 , 1800,,1800 ,1700 , 2000,,2000 ,1800 , 2100,,2100 ,1900 , 2300,,2200 ,2100 , 2400,,2400 ,2200 , 2600,
Lao People's Democratic Republic,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<200 ,<100 , <200,,<200 ,<200 , <200,,<500 ,<500 , <500,,<500 ,<500 , <500,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1000,,1200 ,1000 , 1300,,1400 ,1300 , 1600,,1700 ,1500 , 1900,,2000 ,1700 , 2200,,2200 ,2000 , 2500,,2500 ,2300 , 2800,,2800 ,2500 , 3200,,3100 ,2800 , 3500,,3400 ,3100 , 3800,,3700 ,3300 , 4200,,4000 ,3600 , 4400,,4300 ,3800 , 4700,,4500 ,4000 , 5000,,4700 ,4200 , 5200,,4900 ,4400 , 5500,,5100 ,4600 , 5700,,5300 ,4700 , 5900,,5400 ,4900 , 6000,,5500 ,5000 , 6100,
Latvia,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Lebanon,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,
Lesotho,7500 ,5100 , 11 000,,13 000 ,9400 , 17 000,,21 000 ,17 000 , 25 000,,32 000 ,27 000 , 37 000,,45 000 ,39 000 , 53 000,,60 000 ,51 000 , 69 000,,74 000 ,63 000 , 85 000,,86 000 ,75 000 , 97 000,,96 000 ,85 000 , 110 000,,100 000 ,95 000 , 110 000,,110 000 ,100 000 , 120 000,,110 000 ,110 000 , 120 000,,120 000 ,110 000 , 130 000,,120 000 ,110 000 , 130 000,,120 000 ,120 000 , 130 000,,120 000 ,120 000 , 130 000,,120 000 ,120 000 , 130 000,,130 000 ,120 000 , 130 000,,130 000 ,120 000 , 130 000,,130 000 ,120 000 , 140 000,,130 000 ,130 000 , 140 000,,130 000 ,130 000 , 140 000,,140 000 ,130 000 , 140 000,,140 000 ,130 000 , 150 000,,140 000 ,130 000 , 150 000,,140 000 ,130 000 , 150 000,,140 000 ,130 000 , 150 000,,140 000 ,130 000 , 140 000,,130 000 ,130 000 , 140 000,,130 000 ,130 000 , 140 000,,130 000 ,120 000 , 140 000,
Liberia,7100 ,2400 , 17 000,,9200 ,3400 , 19 000,,11 000 ,4400 , 20 000,,12 000 ,5600 , 21 000,,13 000 ,7000 , 21 000,,15 000 ,8700 , 22 000,,16 000 ,11 000 , 24 000,,17 000 ,12 000 , 24 000,,19 000 ,14 000 , 25 000,,20 000 ,16 000 , 25 000,,20 000 ,17 000 , 25 000,,20 000 ,17 000 , 24 000,,20 000 ,17 000 , 23 000,,19 000 ,17 000 , 23 000,,19 000 ,16 000 , 22 000,,19 000 ,16 000 , 21 000,,18 000 ,16 000 , 21 000,,18 000 ,16 000 , 21 000,,18 000 ,16 000 , 21 000,,18 000 ,15 000 , 21 000,,18 000 ,15 000 , 21 000,,18 000 ,15 000 , 21 000,,18 000 ,15 000 , 20 000,,17 000 ,15 000 , 20 000,,17 000 ,15 000 , 20 000,,17 000 ,15 000 , 20 000,,17 000 ,14 000 , 20 000,,17 000 ,14 000 , 20 000,,17 000 ,14 000 , 20 000,,17 000 ,14 000 , 21 000,,17 000 ,13 000 , 21 000,
Libya,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<200 ,<100 , <200,,<200 ,<200 , <200,,<200 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1100,,1100 ,1100 , 1200,,1200 ,1200 , 1300,,1300 ,1300 , 1400,,1400 ,1300 , 1400,,1400 ,1300 , 1500,,1400 ,1300 , 1500,,1400 ,1300 , 1400,,1400 ,1300 , 1400,,1400 ,1300 , 1400,,1400 ,1300 , 1500,,1400 ,1300 , 1500,,1400 ,1300 , 1600,,1500 ,1300 , 1600,,1500 ,1400 , 1600,
Lithuania,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Luxembourg,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Madagascar,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<500 ,<200 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , 1200,,<1000 ,<1000 , 1500,,1200 ,<1000 , 1800,,1500 ,1000 , 2100,,1900 ,1300 , 2600,,2300 ,1600 , 3100,,2800 ,1900 , 3700,,3300 ,2300 , 4300,,4000 ,2800 , 5100,,4700 ,3500 , 6000,,5500 ,4200 , 6900,,6500 ,5100 , 8100,,7500 ,6000 , 9300,,8700 ,7000 , 11 000,,10 000 ,8000 , 13 000,,11 000 ,9200 , 14 000,,13 000 ,11 000 , 16 000,,14 000 ,12 000 , 18 000,,16 000 ,13 000 , 20 000,,17 000 ,14 000 , 23 000,
Malawi,210 000 ,180 000 , 240 000,,250 000 ,220 000 , 280 000,,290 000 ,260 000 , 320 000,,330 000 ,300 000 , 360 000,,360 000 ,330 000 , 390 000,,390 000 ,360 000 , 420 000,,420 000 ,390 000 , 450 000,,440 000 ,400 000 , 460 000,,450 000 ,420 000 , 480 000,,450 000 ,420 000 , 480 000,,450 000 ,420 000 , 480 000,,450 000 ,420 000 , 480 000,,450 000 ,420 000 , 480 000,,440 000 ,410 000 , 470 000,,440 000 ,410 000 , 470 000,,440 000 ,410 000 , 460 000,,430 000 ,410 000 , 460 000,,430 000 ,410 000 , 460 000,,430 000 ,410 000 , 460 000,,440 000 ,410 000 , 470 000,,440 000 ,420 000 , 470 000,,450 000 ,430 000 , 480 000,,460 000 ,430 000 , 480 000,,460 000 ,440 000 , 490 000,,470 000 ,440 000 , 500 000,,480 000 ,450 000 , 500 000,,480 000 ,460 000 , 510 000,,480 000 ,460 000 , 510 000,,480 000 ,450 000 , 520 000,,480 000 ,450 000 , 520 000,,480 000 ,440 000 , 510 000,
Malaysia,<200 ,<200 , <500,,<500 ,<500 , <500,,<1000 ,<1000 , <1000,,1100 ,<1000 , 1300,,1700 ,1300 , 1900,,2200 ,1800 , 2600,,2800 ,2300 , 3200,,3300 ,2800 , 3900,,3900 ,3300 , 4500,,4500 ,3800 , 5200,,5000 ,4200 , 5800,,5500 ,4700 , 6300,,6000 ,5100 , 6900,,6500 ,5500 , 7400,,7000 ,6000 , 8000,,7500 ,6400 , 8500,,8000 ,6900 , 9000,,8500 ,7400 , 9600,,9000 ,7900 , 10 000,,9600 ,8500 , 11 000,,10 000 ,8900 , 11 000,,11 000 ,9400 , 12 000,,11 000 ,9700 , 12 000,,11 000 ,10 000 , 12 000,,11 000 ,10 000 , 12 000,,12 000 ,10 000 , 13 000,,12 000 ,11 000 , 13 000,,12 000 ,11 000 , 13 000,,12 000 ,11 000 , 13 000,,12 000 ,11 000 , 13 000,,13 000 ,11 000 , 14 000,
Maldives,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Mali,23 000 ,9400 , 50 000,,28 000 ,13 000 , 55 000,,34 000 ,17 000 , 59 000,,39 000 ,21 000 , 62 000,,43 000 ,26 000 , 63 000,,47 000 ,31 000 , 64 000,,50 000 ,36 000 , 65 000,,52 000 ,40 000 , 65 000,,54 000 ,42 000 , 66 000,,55 000 ,45 000 , 65 000,,55 000 ,46 000 , 65 000,,55 000 ,47 000 , 64 000,,55 000 ,48 000 , 64 000,,54 000 ,47 000 , 63 000,,54 000 ,47 000 , 62 000,,53 000 ,46 000 , 61 000,,53 000 ,46 000 , 60 000,,53 000 ,45 000 , 60 000,,53 000 ,45 000 , 60 000,,53 000 ,45 000 , 61 000,,53 000 ,45 000 , 61 000,,53 000 ,45 000 , 62 000,,53 000 ,45 000 , 62 000,,53 000 ,45 000 , 62 000,,53 000 ,45 000 , 63 000,,53 000 ,44 000 , 64 000,,53 000 ,44 000 , 64 000,,52 000 ,43 000 , 63 000,,52 000 ,43 000 , 63 000,,52 000 ,42 000 , 62 000,,51 000 ,41 000 , 62 000,
Malta,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Mauritania,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , 1200,,<1000 ,<1000 , 1500,,1200 ,<1000 , 1800,,1500 ,1100 , 2000,,1800 ,1400 , 2300,,2100 ,1600 , 2600,,2300 ,1900 , 2800,,2500 ,2100 , 3000,,2800 ,2300 , 3200,,2900 ,2500 , 3400,,3100 ,2600 , 3500,,3100 ,2700 , 3500,,3200 ,2800 , 3600,,3200 ,2800 , 3600,,3300 ,2900 , 3700,,3300 ,2900 , 3700,,3300 ,2900 , 3700,,3300 ,2900 , 3700,,3300 ,2900 , 3700,,3200 ,2900 , 3700,,3200 ,2800 , 3700,,3200 ,2700 , 3700,,3100 ,2700 , 3600,,3100 ,2600 , 3600,,3000 ,2600 , 3600,,3000 ,2500 , 3600,,3000 ,2500 , 3600,,2900 ,2400 , 3600,,2900 ,2400 , 3700,
Mauritius,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<200 ,<100 , <500,,<500 ,<100 , <1000,,<500 ,<200 , <1000,,<1000 ,<500 , 1200,,<1000 ,<500 , 1500,,1200 ,<1000 , 1700,,1400 ,<1000 , 2000,,1700 ,1000 , 2100,,2000 ,1300 , 2400,,2200 ,1600 , 2500,,2500 ,1900 , 2700,,2700 ,2200 , 2900,,2800 ,2400 , 3000,,3000 ,2600 , 3200,,3100 ,2800 , 3300,,3200 ,2900 , 3400,,3300 ,2900 , 3400,,3300 ,3000 , 3500,,3300 ,3000 , 3500,,3300 ,3000 , 3500,,3300 ,2900 , 3500,,3300 ,2900 , 3500,,3300 ,2800 , 3500,,3200 ,2800 , 3400,,3200 ,2800 , 3500,,3300 ,2800 , 3600,
