Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote
Jordan,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,
Kazakhstan,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , 1100,,1100 ,<1000 , 1500,,1500 ,<1000 , 2000,,1900 ,1200 , 2600,,2400 ,1500 , 3200,,2900 ,1800 , 3900,,3400 ,2200 , 4600,,3900 ,2500 , 5400,,4500 ,2900 , 6100,,5000 ,3200 , 6800,,5500 ,3500 , 7500,,6100 ,3900 , 8300,,6700 ,4300 , 9100,,7400 ,4700 , 10 000,,8100 ,5200 , 11 000,,9000 ,5800 , 12 000,,9500 ,6100 , 13 000,,10 000 ,6500 , 13 000,,11 000 ,6900 , 14 000,,11 000 ,7400 , 15 000,,12 000 ,8100 , 16 000,,14 000 ,8900 , 18 000,,15 000 ,9800 , 20 000,,16 000 ,11 000 , 21 000,,18 000 ,11 000 , 23 000,,19 000 ,13 000 , 26 000,
Kenya,190 000 ,150 000 , 220 000,,250 000 ,200 000 , 290 000,,310 000 ,250 000 , 360 000,,360 000 ,300 000 , 430 000,,410 000 ,330 000 , 480 000,,440 000 ,360 000 , 520 000,,460 000 ,380 000 , 550 000,,480 000 ,390 000 , 560 000,,480 000 ,390 000 , 570 000,,480 000 ,390 000 , 560 000,,470 000 ,380 000 , 560 000,,460 000 ,380 000 , 540 000,,440 000 ,360 000 , 530 000,,430 000 ,350 000 , 510 000,,420 000 ,340 000 , 490 000,,410 000 ,330 000 , 480 000,,400 000 ,330 000 , 470 000,,400 000 ,330 000 , 470 000,,400 000 ,330 000 , 470 000,,400 000 ,330 000 , 470 000,,400 000 ,330 000 , 480 000,,400 000 ,330 000 , 480 000,,400 000 ,330 000 , 480 000,,400 000 ,330 000 , 470 000,,400 000 ,320 000 , 470 000,,390 000 ,320 000 , 460 000,,390 000 ,320 000 , 460 000,,380 000 ,310 000 , 450 000,,370 000 ,300 000 , 440 000,,360 000 ,300 000 , 430 000,,350 000 ,290 000 , 420 000,
Kuwait,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Kyrgyzstan,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<200 ,<100 , <1000,,<500 ,<100 , <1000,,<500 ,<200 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,1100 ,<1000 , 1300,,1500 ,1200 , 1700,,1800 ,1600 , 2000,,2100 ,1900 , 2300,,2400 ,2200 , 2600,,2700 ,2500 , 2900,,3000 ,2800 , 3200,,3200 ,3000 , 3500,,3500 ,3300 , 3800,,3800 ,3500 , 4100,,4100 ,3800 , 4400,,4400 ,4100 , 4700,,4700 ,4300 , 5000,,5000 ,4600 , 5400,,5200 ,4800 , 5600,
Lao People's Democratic Republic,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<200 ,<200 , <200,,<500 ,<200 , <500,,<500 ,<500 , <500,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1000,,1100 ,<1000 , 1300,,1500 ,1300 , 1700,,1800 ,1600 , 2100,,2200 ,1900 , 2500,,2500 ,2200 , 2900,,2900 ,2400 , 3300,,3200 ,2800 , 3700,,3600 ,3100 , 4100,,4000 ,3400 , 4600,,4500 ,3800 , 5100,,4900 ,4200 , 5600,,5300 ,4500 , 6000,,5600 ,4800 , 6500,,6000 ,5100 , 6900,,6300 ,5300 , 7200,,6600 ,5600 , 7500,,6900 ,5800 , 7900,,7100 ,6000 , 8200,,7400 ,6200 , 8500,,7600 ,6400 , 8700,,7900 ,6600 , 9000,
Latvia,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Lebanon,<200 ,<100 , <200,,<200 ,<100 , <500,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1100,,1100 ,<1000 , 1200,,1200 ,1100 , 1300,,1300 ,1200 , 1500,,1400 ,1300 , 1600,,1500 ,1300 , 1700,,1600 ,1400 , 1800,,1600 ,1400 , 1800,,1700 ,1500 , 1900,,1700 ,1500 , 1900,
Lesotho,4300 ,2800 , 6200,,7300 ,5400 , 9600,,12 000 ,9700 , 14 000,,18 000 ,15 000 , 22 000,,26 000 ,22 000 , 31 000,,35 000 ,29 000 , 40 000,,43 000 ,36 000 , 50 000,,51 000 ,43 000 , 57 000,,57 000 ,50 000 , 63 000,,62 000 ,55 000 , 68 000,,66 000 ,60 000 , 72 000,,69 000 ,63 000 , 74 000,,71 000 ,65 000 , 76 000,,73 000 ,66 000 , 77 000,,74 000 ,68 000 , 79 000,,75 000 ,69 000 , 80 000,,76 000 ,71 000 , 81 000,,78 000 ,71 000 , 82 000,,80 000 ,72 000 , 84 000,,82 000 ,74 000 , 87 000,,84 000 ,76 000 , 89 000,,85 000 ,77 000 , 90 000,,86 000 ,78 000 , 92 000,,87 000 ,79 000 , 93 000,,87 000 ,79 000 , 93 000,,87 000 ,78 000 , 92 000,,86 000 ,76 000 , 91 000,,84 000 ,74 000 , 89 000,,82 000 ,71 000 , 88 000,,81 000 ,69 000 , 86 000,,79 000 ,67 000 , 84 000,
Liberia,6000 ,2000 , 14 000,,7500 ,2800 , 16 000,,8500 ,3600 , 16 000,,9400 ,4300 , 16 000,,10 000 ,5400 , 17 000,,11 000 ,6700 , 18 000,,12 000 ,8000 , 19 000,,13 000 ,9300 , 19 000,,14 000 ,11 000 , 19 000,,15 000 ,12 000 , 19 000,,15 000 ,12 000 , 19 000,,15 000 ,12 000 , 18 000,,15 000 ,12 000 , 17 000,,14 000 ,12 000 , 17 000,,14 000 ,12 000 , 16 000,,14 000 ,11 000 , 16 000,,13 000 ,11 000 , 15 000,,13 000 ,11 000 , 15 000,,13 000 ,11 000 , 15 000,,13 000 ,11 000 , 15 000,,13 000 ,11 000 , 15 000,,13 000 ,11 000 , 15 000,,13 000 ,10 000 , 15 000,,12 000 ,10 000 , 15 000,,12 000 ,9900 , 14 000,,12 000 ,9500 , 14 000,,11 000 ,9100 , 14 000,,11 000 ,8600 , 13 000,,11 000 ,8100 , 13 000,,10 000 ,7700 , 13 000,,10 000 ,7400 , 12 000,
Libya,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,1200 ,1100 , 1300,,1500 ,1300 , 1600,,1800 ,1700 , 2000,,2200 ,2000 , 2400,,2600 ,2400 , 2800,,3000 ,2800 , 3200,,3300 ,3100 , 3500,,3500 ,3200 , 3700,,3500 ,3300 , 3800,,3500 ,3200 , 3900,,3500 ,3100 , 3800,,3400 ,3100 , 3700,,3300 ,3000 , 3700,,3300 ,3000 , 3600,,3300 ,3000 , 3600,,3300 ,3000 , 3700,,3400 ,3000 , 3700,,3400 ,3100 , 3800,,3400 ,3100 , 3900,
Lithuania,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Luxembourg,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Madagascar,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <500,,<100 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <1000,,<500 ,<200 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , 1100,,<1000 ,<500 , 1300,,<1000 ,<1000 , 1600,,1200 ,<1000 , 1900,,1500 ,<1000 , 2300,,1900 ,1200 , 2700,,2300 ,1500 , 3100,,2700 ,1900 , 3700,,3200 ,2300 , 4300,,3900 ,2700 , 5100,,4600 ,3300 , 5900,,5400 ,4000 , 6900,,6300 ,4800 , 8000,,7400 ,5900 , 9300,,8600 ,7000 , 11 000,,9900 ,8000 , 12 000,,11 000 ,9300 , 14 000,,13 000 ,11 000 , 16 000,,14 000 ,12 000 , 18 000,,16 000 ,13 000 , 20 000,,18 000 ,14 000 , 23 000,,19 000 ,15 000 , 26 000,
Malawi,140 000 ,120 000 , 160 000,,160 000 ,140 000 , 190 000,,190 000 ,170 000 , 210 000,,210 000 ,190 000 , 230 000,,230 000 ,210 000 , 250 000,,250 000 ,230 000 , 270 000,,260 000 ,240 000 , 290 000,,270 000 ,250 000 , 300 000,,280 000 ,260 000 , 300 000,,280 000 ,260 000 , 300 000,,280 000 ,260 000 , 300 000,,280 000 ,260 000 , 300 000,,270 000 ,250 000 , 290 000,,270 000 ,250 000 , 290 000,,270 000 ,240 000 , 290 000,,260 000 ,240 000 , 280 000,,260 000 ,240 000 , 280 000,,260 000 ,230 000 , 280 000,,260 000 ,230 000 , 280 000,,260 000 ,230 000 , 280 000,,260 000 ,240 000 , 280 000,,260 000 ,240 000 , 280 000,,260 000 ,240 000 , 280 000,,260 000 ,240 000 , 280 000,,260 000 ,240 000 , 280 000,,260 000 ,230 000 , 280 000,,260 000 ,230 000 , 280 000,,260 000 ,230 000 , 280 000,,250 000 ,220 000 , 270 000,,250 000 ,210 000 , 270 000,,240 000 ,210 000 , 260 000,
Malaysia,8500 ,6800 , 10 000,,15 000 ,12 000 , 18 000,,22 000 ,18 000 , 26 000,,28 000 ,23 000 , 33 000,,32 000 ,26 000 , 38 000,,36 000 ,29 000 , 42 000,,38 000 ,31 000 , 45 000,,41 000 ,33 000 , 47 000,,43 000 ,35 000 , 50 000,,45 000 ,37 000 , 52 000,,46 000 ,38 000 , 54 000,,48 000 ,40 000 , 55 000,,49 000 ,41 000 , 57 000,,50 000 ,42 000 , 57 000,,51 000 ,43 000 , 58 000,,51 000 ,44 000 , 58 000,,51 000 ,44 000 , 58 000,,52 000 ,45 000 , 58 000,,52 000 ,45 000 , 58 000,,52 000 ,45 000 , 58 000,,52 000 ,45 000 , 58 000,,52 000 ,45 000 , 57 000,,51 000 ,45 000 , 57 000,,51 000 ,46 000 , 56 000,,51 000 ,46 000 , 56 000,,51 000 ,46 000 , 56 000,,51 000 ,46 000 , 56 000,,52 000 ,47 000 , 57 000,,53 000 ,48 000 , 58 000,,55 000 ,49 000 , 60 000,,57 000 ,51 000 , 62 000,
Maldives,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Mali,17 000 ,7300 , 39 000,,21 000 ,9400 , 41 000,,24 000 ,12 000 , 43 000,,27 000 ,15 000 , 44 000,,30 000 ,18 000 , 44 000,,32 000 ,21 000 , 45 000,,34 000 ,24 000 , 45 000,,35 000 ,27 000 , 45 000,,36 000 ,28 000 , 45 000,,36 000 ,29 000 , 44 000,,36 000 ,31 000 , 44 000,,36 000 ,31 000 , 43 000,,36 000 ,31 000 , 42 000,,35 000 ,30 000 , 41 000,,35 000 ,30 000 , 40 000,,34 000 ,30 000 , 39 000,,34 000 ,29 000 , 39 000,,34 000 ,29 000 , 39 000,,34 000 ,29 000 , 39 000,,34 000 ,29 000 , 40 000,,34 000 ,29 000 , 40 000,,34 000 ,28 000 , 40 000,,34 000 ,28 000 , 40 000,,33 000 ,28 000 , 40 000,,33 000 ,27 000 , 39 000,,32 000 ,26 000 , 39 000,,31 000 ,26 000 , 38 000,,31 000 ,25 000 , 38 000,,30 000 ,25 000 , 38 000,,30 000 ,24 000 , 38 000,,29 000 ,23 000 , 38 000,
Malta,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Mauritania,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , 1200,,<1000 ,<1000 , 1500,,1200 ,<1000 , 1700,,1500 ,1200 , 2000,,1800 ,1400 , 2400,,2200 ,1800 , 2700,,2500 ,2100 , 3100,,2900 ,2400 , 3400,,3200 ,2800 , 3800,,3600 ,3100 , 4100,,3900 ,3300 , 4400,,4100 ,3600 , 4700,,4300 ,3800 , 4800,,4500 ,3900 , 5000,,4600 ,4000 , 5200,,4600 ,4100 , 5200,,4600 ,4000 , 5200,,4600 ,4000 , 5100,,4500 ,3900 , 5100,,4400 ,3800 , 5000,,4300 ,3700 , 4900,,4100 ,3500 , 4800,,3900 ,3400 , 4600,,3800 ,3200 , 4500,,3600 ,3100 , 4400,,3500 ,2900 , 4200,,3300 ,2700 , 4100,,3200 ,2600 , 4100,,3100 ,2500 , 4000,
Mauritius,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <500,,<200 ,<100 , <1000,,<500 ,<100 , <1000,,<1000 ,<200 , 1400,,<1000 ,<500 , 2200,,1400 ,<1000 , 2900,,2000 ,<1000 , 3600,,2700 ,1300 , 4100,,3400 ,1800 , 4600,,4000 ,2500 , 5000,,4500 ,3300 , 5400,,5000 ,4000 , 5800,,5500 ,4700 , 6200,,5900 ,5400 , 6600,,6300 ,5800 , 6900,,6600 ,6200 , 7200,,6900 ,6600 , 7500,,7100 ,6800 , 7800,,7300 ,6900 , 7900,,7400 ,7000 , 8000,,7400 ,7000 , 8100,,7400 ,7000 , 8200,,7400 ,6900 , 8200,,7400 ,6900 , 8100,,7300 ,6800 , 8100,,7300 ,6600 , 8100,,7200 ,6500 , 8100,,7200 ,6300 , 8200,
Mexico,44 000 ,36 000 , 52 000,,49 000 ,40 000 , 58 000,,55 000 ,45 000 , 64 000,,60 000 ,49 000 , 71 000,,66 000 ,54 000 , 79 000,,73 000 ,60 000 , 86 000,,80 000 ,65 000 , 94 000,,87 000 ,71 000 , 100 000,,94 000 ,77 000 , 110 000,,100 000 ,82 000 , 120 000,,110 000 ,86 000 , 130 000,,110 000 ,91 000 , 130 000,,120 000 ,95 000 , 140 000,,120 000 ,99 000 , 140 000,,130 000 ,100 000 , 150 000,,130 000 ,110 000 , 160 000,,140 000 ,110 000 , 160 000,,140 000 ,110 000 , 160 000,,140 000 ,110 000 , 170 000,,150 000 ,120 000 , 170 000,,150 000 ,120 000 , 180 000,,150 000 ,120 000 , 180 000,,160 000 ,130 000 , 190 000,,170 000 ,130 000 , 190 000,,170 000 ,130 000 , 200 000,,170 000 ,140 000 , 200 000,,180 000 ,140 000 , 210 000,,180 000 ,140 000 , 210 000,,190 000 ,150 000 , 220 000,,190 000 ,150 000 , 230 000,,200 000 ,150 000 , 230 000,
Mongolia,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<200 ,<100 , <200,,<200 ,<200 , <200,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,
