iso3,country.name,method,simple_method,kp,area_name,area_level,province,age_group,year,count_lower,count_estimate,count_upper,prop_lower,prop_estimate,prop_upper,denominator,ref,link,dataset_id,dataset,uid,data_checked,source_found,duplicate_of,is_aggregate,study_idx,idx
GMB,Gambia,"Unique object, WODM, service multiplier, social multiplier, 2S-CRC",Multiple methods - mixture,FSW,"Banjul City, Kanifing Municipal",NA,NA,NA,2017,1698,2038,2547,0.0139,0.0167,0.0365,NA,BBS 2017,NA,GAM_9065556fd1b018148625e1f02b68a1fa,GAM,ad3c25bc64dedaf7be32723e0fccef4c,Yes,yes,NA,NA,94,560
GMB,Gambia,"Unique object, WODM, service multiplier, social multiplier, 2S-CRC",Multiple methods - mixture,MSM,"Banjul City, Kanifing Municipal",NA,NA,NA,2017,1045,1685,4338,0.0088,0.0142,0.0697,NA,BBS 2017,NA,GAM_6621117eff631303648fd51ce6953a86,GAM,e195bcfbaac4047b824bb386f57a3c65,Yes,yes,NA,NA,94,561
GNB,Guinea-Bissau,"Social event, unique object multiplier and service multiplier",Multiple methods - empirical,MSM,"Bissorã, Bafatá, Gabú, SAB",NA,NA,NA,2017,NA,3608,NA,NA,0.0099,NA,NA,Estudo Biológico e Sócio Comportamental e estimativa do tamanho nas populações mais expostas ao risco de infeção pelo VIH na República da Guiné-Bissau,NA,GAM_7b041218e48832622ace376b21dd9360,GAM,617cf9303e02590831efa1867215c2bb,Yes,yes,NA,NA,98,562
GNB,Guinea-Bissau,"Social event, wisdom of the crowds, capture-recapture, unique object multiplier and service multiplier",Multiple methods - mixture,FSW,"Bissorã, Bafatá, Gabú, SAB",NA,NA,NA,2017,NA,7894,NA,NA,0.0212,NA,NA,Estudo Biológico e Sócio Comportamental e estimativa do tamanho nas populações mais expostas ao risco de infeção pelo VIH na República da Guiné-Bissau,NA,GAM_31985097ba7fe39c11e630cb44b035db,GAM,5223df9c25f21818bbccd48e60ecbb2a,Yes,yes,NA,NA,98,563
KEN,Kenya,Mapping,PLACE/mapping,FSW,Kenya,NA,NA,NA,2012,77878,103298,128717,NA,NA,NA,NA,Estimating the Size of the Female Sex Worker Population in Kenya to Inform HIV Prevention Programming,NA,GF_9d581fa8dabcf15a0a8d617913a6d058,GF,1ddc41fd9235c7a0c715cb225b6f83ba,Yes,yes,NA,NA,106,564
KEN,Kenya,Mapping,PLACE/mapping,FSW,Kisumu,NA,NA,NA,2012,3228,4041,4854,NA,NA,NA,NA,Estimating the Size of the Female Sex Worker Population in Kenya to Inform HIV Prevention Programming,NA,GF_7d2c22358f0874e2f62aae9d61c7502c,GF,4fe09ca06151ee7c6a762148821cb3dd,Yes,yes,NA,NA,106,565
KEN,Kenya,Mapping,PLACE/mapping,FSW,Bondo,NA,NA,NA,2012,1310,1676,2041,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_8db7415a6e4d26a11ef0d21579c3f711,GAM,f6511fc37676c8064327fc1fa5d5ba88,Yes,yes,NA,NA,107,566
KEN,Kenya,Mapping,PLACE/mapping,MSM,Bondo,NA,NA,NA,2012,256,349,442,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_adeaadf078a1b90121022d5f97a413d4,GAM,fe30a48d4a4382350436896a7176ea39,Yes,yes,NA,NA,107,567
KEN,Kenya,Mapping,PLACE/mapping,PWID,Bondo,NA,NA,NA,2012,30,37,44,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_4edd4b26ff39e42589e6d70dd6d0ce8b,GAM,54de46b8e4d55ac62274a22971f2cf72,Yes,yes,NA,NA,107,568
KEN,Kenya,Mapping,PLACE/mapping,FSW,Bungoma,NA,NA,NA,2012,1540,1994,2448,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_b218a51b7bbec44fede23cab0a31bff6,GAM,088926bf4159686c50875a20f1118a1a,Yes,yes,NA,NA,107,569
KEN,Kenya,Mapping,PLACE/mapping,MSM,Bungoma,NA,NA,NA,2012,102,135,167,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_ef97e0bcbd59d0a5d1c6caeefc888b6c,GAM,d56df83f69a39c80850dbf79c59a44c1,Yes,yes,NA,NA,107,570
KEN,Kenya,Mapping,PLACE/mapping,PWID,Bungoma,NA,NA,NA,2012,98,146,193,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_b84303c985e491123191ee6f4488a581,GAM,c09263ac72a452fde49a26528d934d05,Yes,yes,NA,NA,107,571
KEN,Kenya,Mapping,PLACE/mapping,FSW,Busia,NA,NA,NA,2012,1854,2474,3094,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_c9a3dc45c78da52a9980225af2f039b6,GAM,9435023a340253ccbc2a2025bbe5e09b,Yes,yes,NA,NA,107,572
KEN,Kenya,Mapping,PLACE/mapping,MSM,Busia,NA,NA,NA,2012,84,113,142,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_3769f9208c95debd11442c42b66c623a,GAM,73cd93d3f0c1a614d3eb499b7a961f5f,Yes,yes,NA,NA,107,573
KEN,Kenya,Mapping,PLACE/mapping,PWID,Busia,NA,NA,NA,2012,82,117,152,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_071cfd0382d44c8a71372ebb0088d3f1,GAM,c0dcd3421b8dd8ba639bcd3c374c3608,Yes,yes,NA,NA,107,574
KEN,Kenya,Mapping,PLACE/mapping,FSW,Central,NA,NA,NA,2012,5743,7572,9400,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_fb636cd48507141dd94a7ffae44b6f92,GAM,377fc38d2f0f7e5e76deb46e54a3ef87,Yes,yes,NA,NA,107,575
KEN,Kenya,Mapping,PLACE/mapping,MSM,Central,NA,NA,NA,2012,441,547,653,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_f120768b0418b14c56861ce2bd4b87fd,GAM,c1ec1500e2665bd22ee4e8049b57bfa3,Yes,yes,NA,NA,107,576
KEN,Kenya,Mapping,PLACE/mapping,PWID,Central,NA,NA,NA,2012,625,859,1094,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_71e19df1cc57bc94ea4232c205d09956,GAM,aea3c39e8d706cc5d08a5cd8276a9e8b,Yes,yes,NA,NA,107,577
KEN,Kenya,Mapping,PLACE/mapping,FSW,Chuka,NA,NA,NA,2012,458,560,662,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_113cbacd81af8c1d01df13ce56251bc0,GAM,13834d70fd94e3a454534c452f666788,Yes,yes,NA,NA,107,578
KEN,Kenya,Mapping,PLACE/mapping,MSM,Chuka,NA,NA,NA,2012,128,177,226,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_ea4c28889e6336eca3e1be79b4c2758f,GAM,dec7ced1c7081784efd6b94d8b1fe574,Yes,yes,NA,NA,107,579
KEN,Kenya,Mapping,PLACE/mapping,PWID,Chuka,NA,NA,NA,2012,113,151,189,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_0742993fcd9a72037f477d905730b50b,GAM,94ae9133681aa01b5eacfd7f8edb971f,Yes,yes,NA,NA,107,580
KEN,Kenya,Mapping,PLACE/mapping,FSW,Coast,NA,NA,NA,2012,12422,16465,20508,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_678b3651b3c740ace100b6555d80c16f,GAM,9feed88eb9279172fdfb7aae5f18e21d,Yes,yes,NA,NA,107,581
KEN,Kenya,Mapping,PLACE/mapping,MSM,Coast,NA,NA,NA,2012,1210,1686,2162,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_a40a9a91f6fa14da3116cff97f93676c,GAM,5aefc69ae2dc50cfd101cba7a200b461,Yes,yes,NA,NA,107,582
KEN,Kenya,Mapping,PLACE/mapping,PWID,Coast,NA,NA,NA,2012,1925,2744,3562,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_51ca906a627b4c3cc4fbcb26b0e93b4a,GAM,4f0cdd1a9ae8b75247867165a968dd5c,Yes,yes,NA,NA,107,583
KEN,Kenya,Mapping,PLACE/mapping,FSW,Dagoretti,NA,NA,NA,2012,1878,2433,2987,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_9f587be86d13a51d2bd632a192c8e473,GAM,440c80c8b0338828cadfc8533c8ba965,Yes,yes,NA,NA,107,584
KEN,Kenya,Mapping,PLACE/mapping,MSM,Dagoretti,NA,NA,NA,2012,13,19,25,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_b0418d38f64a2a362c8bfe6e422fed7a,GAM,f45bbc1a0cb9ee4696dc719e3245b646,Yes,yes,NA,NA,107,585
KEN,Kenya,Mapping,PLACE/mapping,PWID,Dagoretti,NA,NA,NA,2012,0,0,0,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GF_54b2843459b02fa68ab93c9e300e1c58,GF,474d34b547426b1f907be4389bf4ce80,Yes,yes,NA,NA,107,586
KEN,Kenya,Mapping,PLACE/mapping,FSW,Eastern,NA,NA,NA,2012,7616,10567,13517,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_c592848698d4b6ddb5c92c3b392c069d,GAM,2366eb61d7fac225e8f8a5fee1d8064a,Yes,yes,NA,NA,107,587
KEN,Kenya,Mapping,PLACE/mapping,MSM,Eastern,NA,NA,NA,2012,738,1202,1665,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_d7c8d6da91c492b8f59ef84f313a409f,GAM,225aa0661c6080168e7e7d8a6aaa9beb,Yes,yes,NA,NA,107,588
KEN,Kenya,Mapping,PLACE/mapping,PWID,Eastern,NA,NA,NA,2012,711,898,1086,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_33d01b0e18f9205fd4331efb14950ed6,GAM,d1bdbda0b270b92e57df363338ef6359,Yes,yes,NA,NA,107,589
KEN,Kenya,Mapping,PLACE/mapping,FSW,Eldoret,NA,NA,NA,2012,1803,2442,3080,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_dab195c6c2894e9d7e9906ae6bd6d46c,GAM,97bd481c4fe241d68cc3fd19202e3d9e,Yes,yes,NA,NA,107,590
KEN,Kenya,Mapping,PLACE/mapping,MSM,Eldoret,NA,NA,NA,2012,67,95,123,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_657c005e81daeb548164ebe5e6209d0a,GAM,ecd30f739c5dafecd1dcd5389b6ae71d,Yes,yes,NA,NA,107,591
KEN,Kenya,Mapping,PLACE/mapping,PWID,Eldoret,NA,NA,NA,2012,19,32,45,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_932f540cba410aafb47757125cde07c8,GAM,5c5ca73689387bbc24fed20938570d0a,Yes,yes,NA,NA,107,592
KEN,Kenya,Mapping,PLACE/mapping,FSW,Emali,NA,NA,NA,2012,848,1180,1512,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_42966f645cc73712edfa99a1179c73a7,GAM,dc6431213f67d4e1e5062a5396c611d0,Yes,yes,NA,NA,107,593
KEN,Kenya,Mapping,PLACE/mapping,MSM,Emali,NA,NA,NA,2012,15,31,47,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_bf471ef639d481cf9531a498a3e048e8,GAM,36d8ac3d274664aa202eeb2fdff40fe5,Yes,yes,NA,NA,107,594
KEN,Kenya,Mapping,PLACE/mapping,PWID,Emali,NA,NA,NA,2012,0,0,0,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GF_7cc5c8d0d018ac6afdfed904c3deed69,GF,9d8c107db86c1406732cc49fae132fd5,Yes,yes,NA,NA,107,595
KEN,Kenya,Mapping,PLACE/mapping,FSW,Embakasi,NA,NA,NA,2012,2817,3878,4939,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_66b8ff0f29b67de57a03a47aa1636e1d,GAM,6d99d81caf9101cf07392eb16caf7819,Yes,yes,NA,NA,107,596
KEN,Kenya,Mapping,PLACE/mapping,MSM,Embakasi,NA,NA,NA,2012,3,5,6,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_21566e23e12e7fbd5863e278bf1f37bc,GAM,c7e962d0ce6ff241db874b7c60c1e05e,Yes,yes,NA,NA,107,597
KEN,Kenya,Mapping,PLACE/mapping,PWID,Embakasi,NA,NA,NA,2012,145,218,290,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_b8e25610ad1e4e8acf5530de08f600a8,GAM,32653be6cbbcb88f4e9c1bf8b6b6bdb7,Yes,yes,NA,NA,107,598
KEN,Kenya,Mapping,PLACE/mapping,FSW,Embu,NA,NA,NA,2012,827,1032,1237,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_3e4dbede6b373afecc24979641cfcef2,GAM,1592acb72bc2003ae664402487e01659,Yes,yes,NA,NA,107,599
KEN,Kenya,Mapping,PLACE/mapping,MSM,Embu,NA,NA,NA,2012,20,29,38,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_9f0861733f24d5855077f1fc69430f2b,GAM,229990b842a2f7df9fa7e7e0bdb7a6c6,Yes,yes,NA,NA,107,600
KEN,Kenya,Mapping,PLACE/mapping,PWID,Embu,NA,NA,NA,2012,93,117,141,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_35d8207c5640e9bb97001a79cddc0a3e,GAM,1209c3ae8061dd705e495d895e165e5b,Yes,yes,NA,NA,107,601
KEN,Kenya,Mapping,PLACE/mapping,FSW,Homa Bay,NA,NA,NA,2012,774,995,1216,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_93df5c41bff4e8603ae94725e718cdd4,GAM,393e27dc07ae66ede1b3e156f7742579,Yes,yes,NA,NA,107,602
KEN,Kenya,Mapping,PLACE/mapping,MSM,Homa Bay,NA,NA,NA,2012,254,339,423,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_c726d516e20ce94d050f9486adf0e364,GAM,d9fd4df68a3d2aca14fc566b8c88be65,Yes,yes,NA,NA,107,603
KEN,Kenya,Mapping,PLACE/mapping,PWID,Homa Bay,NA,NA,NA,2012,49,67,84,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_f2d466a2b6d9db23cbbdb41560dc25ed,GAM,14bf49777cafaf6eeabc26d5e2756952,Yes,yes,NA,NA,107,604
KEN,Kenya,Mapping,PLACE/mapping,FSW,Kajiado,NA,NA,NA,2012,226,282,338,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_0698fff575790480a23835cb41e2ef2f,GAM,1fee9e6e38ae2c070faea8ba54edde1d,Yes,yes,NA,NA,107,605
KEN,Kenya,Mapping,PLACE/mapping,PWID,Kajiado,NA,NA,NA,2012,0,0,0,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GF_759b41639252f7b64f4d65323949fab5,GF,422acedfd5e258857dc70829204c624a,Yes,yes,NA,NA,107,606
KEN,Kenya,Mapping,PLACE/mapping,FSW,Kakamega,NA,NA,NA,2012,905,1238,1570,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_b4fe04b9a15ec12eb61a11f62907d42b,GAM,969d47242637d7bd0ce485d63ac09d11,Yes,yes,NA,NA,107,607
KEN,Kenya,Mapping,PLACE/mapping,MSM,Kakamega,NA,NA,NA,2012,101,136,171,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_d48e7df1384fff005103b016d0b883e5,GAM,301c46ecabf0060663dc36ba54685408,Yes,yes,NA,NA,107,608
KEN,Kenya,Mapping,PLACE/mapping,PWID,Kakamega,NA,NA,NA,2012,100,143,186,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_6cc875ffe32e0126a2ffae527c554b08,GAM,a691590f58e7b3067e5c68bff11cf7c1,Yes,yes,NA,NA,107,609
KEN,Kenya,Mapping,PLACE/mapping,FSW,Kamukunji,NA,NA,NA,2012,1973,2491,3008,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_e7abc4547cb6daedc8592490a196d026,GAM,c34a7c92e1e15165a746bbfa50ffb64a,Yes,yes,NA,NA,107,610
KEN,Kenya,Mapping,PLACE/mapping,MSM,Kamukunji,NA,NA,NA,2012,12,14,17,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_6d49391d406ef6ceca4f781a5f12237e,GAM,fd9432320846e9b39ce8a4d49d87f96b,Yes,yes,NA,NA,107,611
KEN,Kenya,Mapping,PLACE/mapping,PWID,Kamukunji,NA,NA,NA,2012,119,141,164,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_58d4e58a14a967be366a4acb2cf053d6,GAM,a8f9c4cbf087dd6ba418cf4d5763841c,Yes,yes,NA,NA,107,612
KEN,Kenya,Mapping,PLACE/mapping,FSW,Kapenguria,NA,NA,NA,2012,766,1004,1241,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_d8c985a66e8fb8f1b794776c88d85d04,GAM,487e0c61c8eb8d4c88d3252f5dd6fff3,Yes,yes,NA,NA,107,613
KEN,Kenya,Mapping,PLACE/mapping,MSM,Kapenguria,NA,NA,NA,2012,6,8,10,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_c8cf2d14ed15ebc84c3850976ef3dd6d,GAM,8d612f0456e675a6b13c1525288bf0ce,Yes,yes,NA,NA,107,614
KEN,Kenya,Mapping,PLACE/mapping,PWID,Kapenguria,NA,NA,NA,2012,0,0,0,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GF_bd5555ed7820442e20da01e83fdb9ae4,GF,7add6f7262af41923528fddbf5fc71cd,Yes,yes,NA,NA,107,615
KEN,Kenya,Mapping,PLACE/mapping,FSW,Kasarani,NA,NA,NA,2012,2834,3791,4748,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_6dd47936cf1ea858f60629004cf02fbc,GAM,5d9170dbd10c0be19296a36dbb73d08c,Yes,yes,NA,NA,107,616
KEN,Kenya,Mapping,PLACE/mapping,MSM,Kasarani,NA,NA,NA,2012,53,84,115,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_ad0469a98fc07dc0b0f45017661c705e,GAM,b3071ff27feab303747e365f032c8710,Yes,yes,NA,NA,107,617
KEN,Kenya,Mapping,PLACE/mapping,PWID,Kasarani,NA,NA,NA,2012,219,264,310,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_3b7d19686194d753732a8e8d846f02b1,GAM,d2ea9a7e2b8a942d5e8d70ec54711775,Yes,yes,NA,NA,107,618
KEN,Kenya,Mapping,PLACE/mapping,MSM,Kenya,NA,NA,NA,2012,7426,10033,12641,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GF_710fc4c1fe0f616ae7377cc9985c851b,GF,05b078e60226a9cdc6ebd1de27c33001,Yes,yes,NA,NA,107,619
KEN,Kenya,Mapping,PLACE/mapping,PWID,Kenya,NA,NA,NA,2012,5821,7850,9877,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GF_b2e74da756636734d86c2ac31a053518,GF,7548151f4d4388aebfd16afba96e3c15,Yes,yes,NA,NA,107,620
KEN,Kenya,Mapping,PLACE/mapping,FSW,Kericho,NA,NA,NA,2012,856,1116,1376,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_82ed1af19d628b470f7be1c0705e1eb5,GAM,0823d7465940cee321465464936dee64,Yes,yes,NA,NA,107,622
KEN,Kenya,Mapping,PLACE/mapping,PWID,Kericho,NA,NA,NA,2012,0,0,0,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GF_b52c59905015be2c588f45449cbf8b68,GF,745d83fcfd1761c1b2a427b3a2051db0,Yes,yes,NA,NA,107,623
KEN,Kenya,Mapping,PLACE/mapping,FSW,Kerugoya Kutus,NA,NA,NA,2012,604,739,874,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_d83bd2f98a13ef259889133cd6f05913,GAM,304b3862777529947af50d7b5e1aeb64,Yes,yes,NA,NA,107,625
KEN,Kenya,Mapping,PLACE/mapping,MSM,Kerugoya Kutus,NA,NA,NA,2012,11,20,28,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_73611c512f786e309132af2b61579d80,GAM,5892c9c173e26b0010d4372d68c9b6df,Yes,yes,NA,NA,107,626
KEN,Kenya,Mapping,PLACE/mapping,PWID,Kerugoya Kutus,NA,NA,NA,2012,20,24,28,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_aa8ebd6b8e78478cf8fd40fdc7bf7da4,GAM,0fa99c8581d3dd08c8a9a6bad7861218,Yes,yes,NA,NA,107,628
KEN,Kenya,Mapping,PLACE/mapping,FSW,Kiambu,NA,NA,NA,2012,661,862,1062,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_efdcf1d29cd4593f0b55885909d97c82,GAM,5c1763580e3812d8429b3ac3751f09b2,Yes,yes,NA,NA,107,629
KEN,Kenya,Mapping,PLACE/mapping,MSM,Kiambu,NA,NA,NA,2012,50,62,73,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_36e4e403a23bc8a8e4a42ba7bffb193e,GAM,24d44cfdb89a2b5578f02a0f2fe5ba17,Yes,yes,NA,NA,107,631
KEN,Kenya,Mapping,PLACE/mapping,PWID,Kiambu,NA,NA,NA,2012,211,269,326,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_922864671b678e9a96c1273e90fc1d4b,GAM,b69baf59789a5019d8a51951e510f908,Yes,yes,NA,NA,107,632
KEN,Kenya,Mapping,PLACE/mapping,FSW,Kilifi,NA,NA,NA,2012,478,624,769,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_5b44bb27e746548a8500ff32e0a8e589,GAM,b067c9abf9d4950b28fd91c6f07febe9,Yes,yes,NA,NA,107,634
KEN,Kenya,Mapping,PLACE/mapping,MSM,Kilifi,NA,NA,NA,2012,138,189,241,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_fbff36cc9e653c82863bbaac3d75e41a,GAM,7f40a2abb51ac5c7d8ec4a341fc80f17,Yes,yes,NA,NA,107,635
KEN,Kenya,Mapping,PLACE/mapping,PWID,Kilifi,NA,NA,NA,2012,119,200,282,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_cf6a8d49a3eb368c4ba7b9746c9b3778,GAM,508ca2240cb6547be928d230dbdca370,Yes,yes,NA,NA,107,637
KEN,Kenya,Mapping,PLACE/mapping,FSW,Kisii,NA,NA,NA,2012,2990,4063,5136,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_606ba6996162dca8a25d8b977a3d5933,GAM,1074e5efe8dce55b84d9cabacc781d84,Yes,yes,NA,NA,107,638
KEN,Kenya,Mapping,PLACE/mapping,MSM,Kisii,NA,NA,NA,2012,336,426,516,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_9df80ade95be2d93c9994f925f150f1d,GAM,3be25be026e3d726f94accbcb40eab3b,Yes,yes,NA,NA,107,640
KEN,Kenya,Mapping,PLACE/mapping,PWID,Kisii,NA,NA,NA,2012,50,64,77,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_1b5be14971d02e80097aa2864103cd02,GAM,b8b21cdc5448be242de61ed03038d26e,Yes,yes,NA,NA,107,641
KEN,Kenya,Mapping,PLACE/mapping,FSW,Kisumu,NA,NA,NA,2012,3228,4041,4854,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_e6bbc8b6e795b31752236d61bb26afdf,GAM,b97634065c7f720fc8f699f15d12e480,Yes,yes,NA,NA,107,643
KEN,Kenya,Mapping,PLACE/mapping,MSM,Kisumu,NA,NA,NA,2012,1319,1630,1941,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_1371b7d8cdc1dc78eaf7bef9169c2e1e,GAM,7592537feb973ec00de87cd6d243902c,Yes,yes,NA,NA,107,644
KEN,Kenya,Mapping,PLACE/mapping,MSM,Kisumu,NA,NA,NA,2012,1319,1630,1941,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GF_9947e3904ec8a788e416f6205bffb36a,GF,84abe958c53886e419fb16ba4f01d318,Yes,yes,NA,NA,107,646
KEN,Kenya,Mapping,PLACE/mapping,PWID,Kisumu,NA,NA,NA,2012,334,424,514,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_09ed742b19eb25ebb7940b18ea1cd343,GAM,550b84bba5a8ffd868224711661ece7d,Yes,yes,NA,NA,107,647
KEN,Kenya,Mapping,PLACE/mapping,FSW,Kitale,NA,NA,NA,2012,635,815,994,NA,NA,NA,NA,Geographic Mapping of Most at Risk Populations for HIV (MARPs) in Kenya,NA,GAM_79fc5c8efe82a9e22bec2c7e77e45763,GAM,1a85197119e9a5cd3e5d1b03a8df5137,Yes,yes,NA,NA,107,649
