area_level,area_level_label,area_id,iso3,area_name,sex,year,indicator,age_group_label,age_group,mean
2,Territoire,COD_2_80,COD,Masi-Manimba,male,2022,art_coverage,15-49,Y015_049,0.863038419457211
2,Territoire,COD_2_80,COD,Masi-Manimba,male,2022,art_coverage,15-29,Y015_029,0.8225062215144026
2,Territoire,COD_2_80,COD,Masi-Manimba,male,2022,population,15-49,Y015_049,202998.152007696
2,Territoire,COD_2_80,COD,Masi-Manimba,male,2022,population,15-29,Y015_029,114545.1090265114
2,Territoire,COD_2_81,COD,Kabinda,female,2022,prevalence,15-49,Y015_049,0.00124604514535154
2,Territoire,COD_2_81,COD,Kabinda,female,2022,prevalence,15-29,Y015_029,7.821264387798732e-4
2,Territoire,COD_2_81,COD,Kabinda,female,2022,art_coverage,15-49,Y015_049,0.6639792884509699
2,Territoire,COD_2_81,COD,Kabinda,female,2022,art_coverage,15-29,Y015_029,0.5629241011150464
2,Territoire,COD_2_81,COD,Kabinda,female,2022,population,15-49,Y015_049,135079.511488687
2,Territoire,COD_2_81,COD,Kabinda,female,2022,population,15-29,Y015_029,83910.3318861235
2,Territoire,COD_2_81,COD,Kabinda,male,2022,prevalence,15-49,Y015_049,6.015565294250915e-4
2,Territoire,COD_2_81,COD,Kabinda,male,2022,prevalence,15-29,Y015_029,4.402330125499678e-4
2,Territoire,COD_2_81,COD,Kabinda,male,2022,art_coverage,15-49,Y015_049,0.7810299851252095
2,Territoire,COD_2_81,COD,Kabinda,male,2022,art_coverage,15-29,Y015_029,0.7341164329856497
2,Territoire,COD_2_81,COD,Kabinda,male,2022,population,15-49,Y015_049,137918.997442903
2,Territoire,COD_2_81,COD,Kabinda,male,2022,population,15-29,Y015_029,86797.6373558862
2,Territoire,COD_2_83,COD,Lubao,female,2022,prevalence,15-49,Y015_049,9.126939750239588e-4
2,Territoire,COD_2_83,COD,Lubao,female,2022,prevalence,15-29,Y015_029,6.198490021913441e-4
2,Territoire,COD_2_83,COD,Lubao,female,2022,art_coverage,15-49,Y015_049,0.7579403464441318
2,Territoire,COD_2_83,COD,Lubao,female,2022,art_coverage,15-29,Y015_029,0.6708933882096371
2,Territoire,COD_2_83,COD,Lubao,female,2022,population,15-49,Y015_049,85248.3837250653
2,Territoire,COD_2_83,COD,Lubao,female,2022,population,15-29,Y015_029,52949.8242577699
2,Territoire,COD_2_83,COD,Lubao,male,2022,prevalence,15-49,Y015_049,5.557189990600946e-4
2,Territoire,COD_2_83,COD,Lubao,male,2022,prevalence,15-29,Y015_029,3.993925782070201e-4
2,Territoire,COD_2_83,COD,Lubao,male,2022,art_coverage,15-49,Y015_049,0.863159881077734
2,Territoire,COD_2_83,COD,Lubao,male,2022,art_coverage,15-29,Y015_029,0.8286206231261543
2,Territoire,COD_2_83,COD,Lubao,male,2022,population,15-49,Y015_049,87043.2092236479
2,Territoire,COD_2_83,COD,Lubao,male,2022,population,15-29,Y015_029,54773.0696306287
2,Territoire,COD_2_84,COD,Luilu,female,2022,prevalence,15-49,Y015_049,0.00191073160459684
2,Territoire,COD_2_84,COD,Luilu,female,2022,prevalence,15-29,Y015_029,0.00121254442387379
2,Territoire,COD_2_84,COD,Luilu,female,2022,art_coverage,15-49,Y015_049,0.7293198837306766
2,Territoire,COD_2_84,COD,Luilu,female,2022,art_coverage,15-29,Y015_029,0.6382952841385797
2,Territoire,COD_2_84,COD,Luilu,female,2022,population,15-49,Y015_049,144323.02673120901
2,Territoire,COD_2_84,COD,Luilu,female,2022,population,15-29,Y015_029,89646.1018716672
2,Territoire,COD_2_84,COD,Luilu,male,2022,prevalence,15-49,Y015_049,0.001024970006552
2,Territoire,COD_2_84,COD,Luilu,male,2022,prevalence,15-29,Y015_029,7.221401155276167e-4
2,Territoire,COD_2_84,COD,Luilu,male,2022,art_coverage,15-49,Y015_049,0.81051963813611
2,Territoire,COD_2_84,COD,Luilu,male,2022,art_coverage,15-29,Y015_029,0.7664310209535091
2,Territoire,COD_2_84,COD,Luilu,male,2022,population,15-49,Y015_049,147360.62170879
2,Territoire,COD_2_84,COD,Luilu,male,2022,population,15-29,Y015_029,92730.5451560922
2,Territoire,COD_2_85,COD,Mwene-Ditu,female,2022,prevalence,15-49,Y015_049,0.00662750423846479
2,Territoire,COD_2_85,COD,Mwene-Ditu,female,2022,prevalence,15-29,Y015_029,0.00415671134968392
2,Territoire,COD_2_85,COD,Mwene-Ditu,female,2022,art_coverage,15-49,Y015_049,0.7447627367218789
2,Territoire,COD_2_85,COD,Mwene-Ditu,female,2022,art_coverage,15-29,Y015_029,0.6736909762832118
2,Territoire,COD_2_85,COD,Mwene-Ditu,female,2022,population,15-49,Y015_049,132513.585088788
2,Territoire,COD_2_85,COD,Mwene-Ditu,female,2022,population,15-29,Y015_029,82334.7764172486
2,Territoire,COD_2_85,COD,Mwene-Ditu,male,2022,prevalence,15-49,Y015_049,0.00316845227604413
2,Territoire,COD_2_85,COD,Mwene-Ditu,male,2022,prevalence,15-29,Y015_029,0.00233259052826364
2,Territoire,COD_2_85,COD,Mwene-Ditu,male,2022,art_coverage,15-49,Y015_049,0.8569855999340799
2,Territoire,COD_2_85,COD,Mwene-Ditu,male,2022,art_coverage,15-29,Y015_029,0.820863535778544
2,Territoire,COD_2_85,COD,Mwene-Ditu,male,2022,population,15-49,Y015_049,135279.267816746
2,Territoire,COD_2_85,COD,Mwene-Ditu,male,2022,population,15-29,Y015_029,85163.9554469406
2,Territoire,COD_2_86,COD,Ngandajika,female,2022,prevalence,15-49,Y015_049,0.00342154372270515
2,Territoire,COD_2_86,COD,Ngandajika,female,2022,prevalence,15-29,Y015_029,0.00215910200809333
2,Territoire,COD_2_86,COD,Ngandajika,female,2022,art_coverage,15-49,Y015_049,0.7112419646301374
2,Territoire,COD_2_86,COD,Ngandajika,female,2022,art_coverage,15-29,Y015_029,0.6210296968002686
2,Territoire,COD_2_86,COD,Ngandajika,female,2022,population,15-49,Y015_049,170115.107382043
2,Territoire,COD_2_86,COD,Ngandajika,female,2022,population,15-29,Y015_029,105692.0802365221
2,Territoire,COD_2_86,COD,Ngandajika,male,2022,prevalence,15-49,Y015_049,0.00155930190488192
2,Territoire,COD_2_86,COD,Ngandajika,male,2022,prevalence,15-29,Y015_029,0.00118444199223658
2,Territoire,COD_2_86,COD,Ngandajika,male,2022,art_coverage,15-49,Y015_049,0.8430190977630551
2,Territoire,COD_2_86,COD,Ngandajika,male,2022,art_coverage,15-29,Y015_029,0.807450284018862
2,Territoire,COD_2_86,COD,Ngandajika,male,2022,population,15-49,Y015_049,173671.712874879
2,Territoire,COD_2_86,COD,Ngandajika,male,2022,population,15-29,Y015_029,109325.0728768697
2,Territoire,COD_2_87,COD,Dilolo,female,2022,prevalence,15-49,Y015_049,0.0099342936013822
2,Territoire,COD_2_87,COD,Dilolo,female,2022,prevalence,15-29,Y015_029,0.00740926932119656
2,Territoire,COD_2_87,COD,Dilolo,female,2022,art_coverage,15-49,Y015_049,0.8090846060774389
2,Territoire,COD_2_87,COD,Dilolo,female,2022,art_coverage,15-29,Y015_029,0.7412882861576101
2,Territoire,COD_2_87,COD,Dilolo,female,2022,population,15-49,Y015_049,134588.391809595
2,Territoire,COD_2_87,COD,Dilolo,female,2022,population,15-29,Y015_029,81288.2016401147
2,Territoire,COD_2_87,COD,Dilolo,male,2022,prevalence,15-49,Y015_049,0.00489148808081998
2,Territoire,COD_2_87,COD,Dilolo,male,2022,prevalence,15-29,Y015_029,0.00433100640374009
2,Territoire,COD_2_87,COD,Dilolo,male,2022,art_coverage,15-49,Y015_049,0.8774138343748223
2,Territoire,COD_2_87,COD,Dilolo,male,2022,art_coverage,15-29,Y015_029,0.8493741725002237
2,Territoire,COD_2_87,COD,Dilolo,male,2022,population,15-49,Y015_049,139922.15828137
2,Territoire,COD_2_87,COD,Dilolo,male,2022,population,15-29,Y015_029,84578.4524879097
2,Territoire,COD_2_88,COD,Kapanga,female,2022,prevalence,15-49,Y015_049,0.00178240701050623
2,Territoire,COD_2_88,COD,Kapanga,female,2022,prevalence,15-29,Y015_029,0.00119488586664763
2,Territoire,COD_2_88,COD,Kapanga,female,2022,art_coverage,15-49,Y015_049,0.7286454742872637
2,Territoire,COD_2_88,COD,Kapanga,female,2022,art_coverage,15-29,Y015_029,0.6477505181896305
2,Territoire,COD_2_88,COD,Kapanga,female,2022,population,15-49,Y015_049,89330.6696144728
2,Territoire,COD_2_88,COD,Kapanga,female,2022,population,15-29,Y015_029,53957.6638005906
2,Territoire,COD_2_88,COD,Kapanga,male,2022,prevalence,15-49,Y015_049,0.00104451161297073
2,Territoire,COD_2_88,COD,Kapanga,male,2022,prevalence,15-29,Y015_029,7.44214563030207e-4
2,Territoire,COD_2_88,COD,Kapanga,male,2022,art_coverage,15-49,Y015_049,0.8637339167605047
2,Territoire,COD_2_88,COD,Kapanga,male,2022,art_coverage,15-29,Y015_029,0.832272788620376
2,Territoire,COD_2_88,COD,Kapanga,male,2022,population,15-49,Y015_049,92650.5461104383
2,Territoire,COD_2_88,COD,Kapanga,male,2022,population,15-29,Y015_029,56026.36786593399
2,Territoire,COD_2_89,COD,Lubudi,female,2022,prevalence,15-49,Y015_049,0.02403690254581872
2,Territoire,COD_2_89,COD,Lubudi,female,2022,prevalence,15-29,Y015_029,0.01662509327759907
2,Territoire,COD_2_89,COD,Lubudi,female,2022,art_coverage,15-49,Y015_049,0.7675439215301127
2,Territoire,COD_2_89,COD,Lubudi,female,2022,art_coverage,15-29,Y015_029,0.6836556128553658
2,Territoire,COD_2_89,COD,Lubudi,female,2022,population,15-49,Y015_049,124180.532801314
2,Territoire,COD_2_89,COD,Lubudi,female,2022,population,15-29,Y015_029,75002.10186557569
2,Territoire,COD_2_89,COD,Lubudi,male,2022,prevalence,15-49,Y015_049,0.01158428929693748
2,Territoire,COD_2_89,COD,Lubudi,male,2022,prevalence,15-29,Y015_029,0.00947373547230066
2,Territoire,COD_2_89,COD,Lubudi,male,2022,art_coverage,15-49,Y015_049,0.8662946661316566
2,Territoire,COD_2_89,COD,Lubudi,male,2022,art_coverage,15-29,Y015_029,0.8329422097068163
2,Territoire,COD_2_89,COD,Lubudi,male,2022,population,15-49,Y015_049,129101.830589878
2,Territoire,COD_2_89,COD,Lubudi,male,2022,population,15-29,Y015_029,78037.9106746278
2,Territoire,COD_2_9,COD,Bolomba,female,2022,prevalence,15-49,Y015_049,8.607832474113334e-4
2,Territoire,COD_2_9,COD,Bolomba,female,2022,prevalence,15-29,Y015_029,5.670371267197275e-4
2,Territoire,COD_2_9,COD,Bolomba,female,2022,art_coverage,15-49,Y015_049,0.8471874654639334
2,Territoire,COD_2_9,COD,Bolomba,female,2022,art_coverage,15-29,Y015_029,0.7757475355505101
2,Territoire,COD_2_9,COD,Bolomba,female,2022,population,15-49,Y015_049,71062.1331162158
2,Territoire,COD_2_9,COD,Bolomba,female,2022,population,15-29,Y015_029,40859.8206474598
2,Territoire,COD_2_9,COD,Bolomba,male,2022,prevalence,15-49,Y015_049,5.6213801274293e-4
2,Territoire,COD_2_9,COD,Bolomba,male,2022,prevalence,15-29,Y015_029,4.0006692845895146e-4
2,Territoire,COD_2_9,COD,Bolomba,male,2022,art_coverage,15-49,Y015_049,0.8294744522344869
2,Territoire,COD_2_9,COD,Bolomba,male,2022,art_coverage,15-29,Y015_029,0.7860173316486491
2,Territoire,COD_2_9,COD,Bolomba,male,2022,population,15-49,Y015_049,72276.957345571
2,Territoire,COD_2_9,COD,Bolomba,male,2022,population,15-29,Y015_029,42910.9376587384
2,Territoire,COD_2_90hs,COD,Mutshatsha,female,2022,prevalence,15-49,Y015_049,0.03311083537835697
2,Territoire,COD_2_90hs,COD,Mutshatsha,female,2022,prevalence,15-29,Y015_029,0.0227986861057307
2,Territoire,COD_2_90hs,COD,Mutshatsha,female,2022,art_coverage,15-49,Y015_049,0.7301982538088372
2,Territoire,COD_2_90hs,COD,Mutshatsha,female,2022,art_coverage,15-29,Y015_029,0.6353426337971579
2,Territoire,COD_2_90hs,COD,Mutshatsha,female,2022,population,15-49,Y015_049,175416.655243263
2,Territoire,COD_2_90hs,COD,Mutshatsha,female,2022,population,15-29,Y015_029,105947.5071933318
2,Territoire,COD_2_90hs,COD,Mutshatsha,male,2022,prevalence,15-49,Y015_049,0.01667616361605388
2,Territoire,COD_2_90hs,COD,Mutshatsha,male,2022,prevalence,15-29,Y015_029,0.01324635544750506
2,Territoire,COD_2_90hs,COD,Mutshatsha,male,2022,art_coverage,15-49,Y015_049,0.888371158773741
2,Territoire,COD_2_90hs,COD,Mutshatsha,male,2022,art_coverage,15-29,Y015_029,0.8559957671591083
2,Territoire,COD_2_90hs,COD,Mutshatsha,male,2022,population,15-49,Y015_049,182368.450939006
2,Territoire,COD_2_90hs,COD,Mutshatsha,male,2022,population,15-29,Y015_029,110235.8738927695
2,Territoire,COD_2_91,COD,Sandoa,female,2022,prevalence,15-49,Y015_049,0.00444276934686308
2,Territoire,COD_2_91,COD,Sandoa,female,2022,prevalence,15-29,Y015_029,0.00310582458285002
2,Territoire,COD_2_91,COD,Sandoa,female,2022,art_coverage,15-49,Y015_049,0.8221354552026626
2,Territoire,COD_2_91,COD,Sandoa,female,2022,art_coverage,15-29,Y015_029,0.7570228680311301
2,Territoire,COD_2_91,COD,Sandoa,female,2022,population,15-49,Y015_049,77057.5131988512
2,Territoire,COD_2_91,COD,Sandoa,female,2022,population,15-29,Y015_029,46540.91371971941
2,Territoire,COD_2_91,COD,Sandoa,male,2022,prevalence,15-49,Y015_049,0.00207591410694402
2,Territoire,COD_2_91,COD,Sandoa,male,2022,prevalence,15-29,Y015_029,0.00175560256323874
2,Territoire,COD_2_91,COD,Sandoa,male,2022,art_coverage,15-49,Y015_049,0.8878167441784872
2,Territoire,COD_2_91,COD,Sandoa,male,2022,art_coverage,15-29,Y015_029,0.8586315358393444
2,Territoire,COD_2_91,COD,Sandoa,male,2022,population,15-49,Y015_049,80111.3190239639
2,Territoire,COD_2_91,COD,Sandoa,male,2022,population,15-29,Y015_029,48424.7201754064
2,Territoire,COD_2_92,COD,Bolobo,female,2022,prevalence,15-49,Y015_049,0.00114577379945276
2,Territoire,COD_2_92,COD,Bolobo,female,2022,prevalence,15-29,Y015_029,6.918040865399963e-4
2,Territoire,COD_2_92,COD,Bolobo,female,2022,art_coverage,15-49,Y015_049,0.7190019250772492
2,Territoire,COD_2_92,COD,Bolobo,female,2022,art_coverage,15-29,Y015_029,0.6244087074524494
2,Territoire,COD_2_92,COD,Bolobo,female,2022,population,15-49,Y015_049,56394.6296690304
2,Territoire,COD_2_92,COD,Bolobo,female,2022,population,15-29,Y015_029,31140.505468280862
2,Territoire,COD_2_92,COD,Bolobo,male,2022,prevalence,15-49,Y015_049,7.649350024458939e-4
2,Territoire,COD_2_92,COD,Bolobo,male,2022,prevalence,15-29,Y015_029,4.729560217027414e-4
2,Territoire,COD_2_92,COD,Bolobo,male,2022,art_coverage,15-49,Y015_049,0.8691415407978756
2,Territoire,COD_2_92,COD,Bolobo,male,2022,art_coverage,15-29,Y015_029,0.8318692080434957
2,Territoire,COD_2_92,COD,Bolobo,male,2022,population,15-49,Y015_049,53975.0564821988
2,Territoire,COD_2_92,COD,Bolobo,male,2022,population,15-29,Y015_029,30456.330028483317
2,Territoire,COD_2_93,COD,Inongo,female,2022,prevalence,15-49,Y015_049,0.00130752229041627
2,Territoire,COD_2_93,COD,Inongo,female,2022,prevalence,15-29,Y015_029,7.215390049681162e-4
2,Territoire,COD_2_93,COD,Inongo,female,2022,art_coverage,15-49,Y015_049,0.6181050228031887
2,Territoire,COD_2_93,COD,Inongo,female,2022,art_coverage,15-29,Y015_029,0.500891829950653
2,Territoire,COD_2_93,COD,Inongo,female,2022,population,15-49,Y015_049,76609.8808488672
2,Territoire,COD_2_93,COD,Inongo,female,2022,population,15-29,Y015_029,42393.70616091541
2,Territoire,COD_2_93,COD,Inongo,male,2022,prevalence,15-49,Y015_049,6.862514254663774e-4
2,Territoire,COD_2_93,COD,Inongo,male,2022,prevalence,15-29,Y015_029,4.221889303201281e-4
2,Territoire,COD_2_93,COD,Inongo,male,2022,art_coverage,15-49,Y015_049,0.82815597096767
2,Territoire,COD_2_93,COD,Inongo,male,2022,art_coverage,15-29,Y015_029,0.7777942664202819
2,Territoire,COD_2_93,COD,Inongo,male,2022,population,15-49,Y015_049,73561.3136089483
2,Territoire,COD_2_93,COD,Inongo,male,2022,population,15-29,Y015_029,41627.122758639
2,Territoire,COD_2_94,COD,Kiri,female,2022,prevalence,15-49,Y015_049,6.85275054219534e-4
2,Territoire,COD_2_94,COD,Kiri,female,2022,prevalence,15-29,Y015_029,3.9124146955668896e-4
2,Territoire,COD_2_94,COD,Kiri,female,2022,art_coverage,15-49,Y015_049,0.7290181628066458
2,Territoire,COD_2_94,COD,Kiri,female,2022,art_coverage,15-29,Y015_029,0.6286873405725697
2,Territoire,COD_2_94,COD,Kiri,female,2022,population,15-49,Y015_049,85871.1436675796
2,Territoire,COD_2_94,COD,Kiri,female,2022,population,15-29,Y015_029,47452.8828329462
2,Territoire,COD_2_94,COD,Kiri,male,2022,prevalence,15-49,Y015_049,4.600611115810537e-4
2,Territoire,COD_2_94,COD,Kiri,male,2022,prevalence,15-29,Y015_029,2.6782097259482076e-4
2,Territoire,COD_2_94,COD,Kiri,male,2022,art_coverage,15-49,Y015_049,0.8520879569908707
2,Territoire,COD_2_94,COD,Kiri,male,2022,art_coverage,15-29,Y015_029,0.807146292294388
2,Territoire,COD_2_94,COD,Kiri,male,2022,population,15-49,Y015_049,82281.0289545247
2,Territoire,COD_2_94,COD,Kiri,male,2022,population,15-29,Y015_029,46475.4159622777
2,Territoire,COD_2_95,COD,Kutu,female,2022,prevalence,15-49,Y015_049,0.00517744451851639
2,Territoire,COD_2_95,COD,Kutu,female,2022,prevalence,15-29,Y015_029,0.00319451567110727
2,Territoire,COD_2_95,COD,Kutu,female,2022,art_coverage,15-49,Y015_049,0.7854752204204536
2,Territoire,COD_2_95,COD,Kutu,female,2022,art_coverage,15-29,Y015_029,0.7126943493135967
2,Territoire,COD_2_95,COD,Kutu,female,2022,population,15-49,Y015_049,86617.2958958963
2,Territoire,COD_2_95,COD,Kutu,female,2022,population,15-29,Y015_029,47829.1346235384
2,Territoire,COD_2_95,COD,Kutu,male,2022,prevalence,15-49,Y015_049,0.00316136219748541
2,Territoire,COD_2_95,COD,Kutu,male,2022,prevalence,15-29,Y015_029,0.00207618091033702
2,Territoire,COD_2_95,COD,Kutu,male,2022,art_coverage,15-49,Y015_049,0.8741892376997291
2,Territoire,COD_2_95,COD,Kutu,male,2022,art_coverage,15-29,Y015_029,0.8349738722435294
2,Territoire,COD_2_95,COD,Kutu,male,2022,population,15-49,Y015_049,82901.0402853802
2,Territoire,COD_2_95,COD,Kutu,male,2022,population,15-29,Y015_029,46778.3012471149
2,Territoire,COD_2_96,COD,Kwamouth,female,2022,prevalence,15-49,Y015_049,0.00192391260850966
2,Territoire,COD_2_96,COD,Kwamouth,female,2022,prevalence,15-29,Y015_029,0.00116929182529291
2,Territoire,COD_2_96,COD,Kwamouth,female,2022,art_coverage,15-49,Y015_049,0.8229044692189599
2,Territoire,COD_2_96,COD,Kwamouth,female,2022,art_coverage,15-29,Y015_029,0.7477545329835161
2,Territoire,COD_2_96,COD,Kwamouth,female,2022,population,15-49,Y015_049,47969.7705777972
2,Territoire,COD_2_96,COD,Kwamouth,female,2022,population,15-29,Y015_029,26514.3209162418
2,Territoire,COD_2_96,COD,Kwamouth,male,2022,prevalence,15-49,Y015_049,0.00110374957927073
2,Territoire,COD_2_96,COD,Kwamouth,male,2022,prevalence,15-29,Y015_029,7.328756092558446e-4
2,Territoire,COD_2_96,COD,Kwamouth,male,2022,art_coverage,15-49,Y015_049,0.8894943754647289
2,Territoire,COD_2_96,COD,Kwamouth,male,2022,art_coverage,15-29,Y015_029,0.8542286427411947
2,Territoire,COD_2_96,COD,Kwamouth,male,2022,population,15-49,Y015_049,45896.389215304
2,Territoire,COD_2_96,COD,Kwamouth,male,2022,population,15-29,Y015_029,25909.005976450662
2,Territoire,COD_2_97,COD,Mushie,female,2022,prevalence,15-49,Y015_049,0.00125081185732698
2,Territoire,COD_2_97,COD,Mushie,female,2022,prevalence,15-29,Y015_029,7.635883670801377e-4
2,Territoire,COD_2_97,COD,Mushie,female,2022,art_coverage,15-49,Y015_049,0.8359141379385031
2,Territoire,COD_2_97,COD,Mushie,female,2022,art_coverage,15-29,Y015_029,0.7634194656538336
2,Territoire,COD_2_97,COD,Mushie,female,2022,population,15-49,Y015_049,51697.8035210813
2,Territoire,COD_2_97,COD,Mushie,female,2022,population,15-29,Y015_029,28546.96803739784
2,Territoire,COD_2_97,COD,Mushie,male,2022,prevalence,15-49,Y015_049,0.00102329027952484
2,Territoire,COD_2_97,COD,Mushie,male,2022,prevalence,15-29,Y015_029,5.918293517458721e-4
2,Territoire,COD_2_97,COD,Mushie,male,2022,art_coverage,15-49,Y015_049,0.875885117747985
2,Territoire,COD_2_97,COD,Mushie,male,2022,art_coverage,15-29,Y015_029,0.8368328364518718
2,Territoire,COD_2_97,COD,Mushie,male,2022,population,15-49,Y015_049,49479.7438136915
2,Territoire,COD_2_97,COD,Mushie,male,2022,population,15-29,Y015_029,27919.77453009357
2,Territoire,COD_2_98,COD,Oshwe,female,2022,prevalence,15-49,Y015_049,9.636172146494648e-4
2,Territoire,COD_2_98,COD,Oshwe,female,2022,prevalence,15-29,Y015_029,5.759337423865173e-4
2,Territoire,COD_2_98,COD,Oshwe,female,2022,art_coverage,15-49,Y015_049,0.7481827436197236
2,Territoire,COD_2_98,COD,Oshwe,female,2022,art_coverage,15-29,Y015_029,0.6456805717959829
2,Territoire,COD_2_98,COD,Oshwe,female,2022,population,15-49,Y015_049,111930.867440997
2,Territoire,COD_2_98,COD,Oshwe,female,2022,population,15-29,Y015_029,61820.5704742838
2,Territoire,COD_2_98,COD,Oshwe,male,2022,prevalence,15-49,Y015_049,5.620193892887868e-4
2,Territoire,COD_2_98,COD,Oshwe,male,2022,prevalence,15-29,Y015_029,3.62402405799907e-4
2,Territoire,COD_2_98,COD,Oshwe,male,2022,art_coverage,15-49,Y015_049,0.8525132384288737
2,Territoire,COD_2_98,COD,Oshwe,male,2022,art_coverage,15-29,Y015_029,0.8093935325304351
2,Territoire,COD_2_98,COD,Oshwe,male,2022,population,15-49,Y015_049,107120.533632171
2,Territoire,COD_2_98,COD,Oshwe,male,2022,population,15-29,Y015_029,60456.809849354
2,Territoire,COD_2_99,COD,Yumbi,female,2022,prevalence,15-49,Y015_049,0.0010095705425593
2,Territoire,COD_2_99,COD,Yumbi,female,2022,prevalence,15-29,Y015_029,5.857959733648445e-4
2,Territoire,COD_2_99,COD,Yumbi,female,2022,art_coverage,15-49,Y015_049,0.6844812123880818
2,Territoire,COD_2_99,COD,Yumbi,female,2022,art_coverage,15-29,Y015_029,0.5705183035866755
2,Territoire,COD_2_99,COD,Yumbi,female,2022,population,15-49,Y015_049,48628.6892612644
2,Territoire,COD_2_99,COD,Yumbi,female,2022,population,15-29,Y015_029,26890.61132893863
2,Territoire,COD_2_99,COD,Yumbi,male,2022,prevalence,15-49,Y015_049,4.9156703008698e-4
2,Territoire,COD_2_99,COD,Yumbi,male,2022,prevalence,15-29,Y015_029,3.323625766861598e-4
2,Territoire,COD_2_99,COD,Yumbi,male,2022,art_coverage,15-49,Y015_049,0.849760680169632
2,Territoire,COD_2_99,COD,Yumbi,male,2022,art_coverage,15-29,Y015_029,0.8054276329295045
2,Territoire,COD_2_99,COD,Yumbi,male,2022,population,15-49,Y015_049,46643.3031040295
2,Territoire,COD_2_99,COD,Yumbi,male,2022,population,15-29,Y015_029,26369.658567515347
1,Combined Region,COG_1_01bt,COG,Bouenza,female,2022,prevalence,15-49,Y015_049,0.07105200175888389
1,Combined Region,COG_1_01bt,COG,Bouenza,female,2022,prevalence,15-29,Y015_029,0.05064349055410781
1,Combined Region,COG_1_01bt,COG,Bouenza,female,2022,art_coverage,15-49,Y015_049,0.09354332961802309
1,Combined Region,COG_1_01bt,COG,Bouenza,female,2022,art_coverage,15-29,Y015_029,0.04989257657187791
1,Combined Region,COG_1_01bt,COG,Bouenza,female,2022,population,15-49,Y015_049,90291.5204455973
1,Combined Region,COG_1_01bt,COG,Bouenza,female,2022,population,15-29,Y015_029,47870.3529299164
1,Combined Region,COG_1_01bt,COG,Bouenza,male,2022,prevalence,15-49,Y015_049,0.03130209446851982
1,Combined Region,COG_1_01bt,COG,Bouenza,male,2022,prevalence,15-29,Y015_029,0.01778179870331392
1,Combined Region,COG_1_01bt,COG,Bouenza,male,2022,art_coverage,15-49,Y015_049,0.0908403975941573
1,Combined Region,COG_1_01bt,COG,Bouenza,male,2022,art_coverage,15-29,Y015_029,0.07222568696174014
1,Combined Region,COG_1_01bt,COG,Bouenza,male,2022,population,15-49,Y015_049,83305.0982701956
1,Combined Region,COG_1_01bt,COG,Bouenza,male,2022,population,15-29,Y015_029,45052.081047871994
1,Combined Region,COG_1_02yo,COG,Pool-Brazzaville,female,2022,prevalence,15-49,Y015_049,0.05231011185187687
1,Combined Region,COG_1_02yo,COG,Pool-Brazzaville,female,2022,prevalence,15-29,Y015_029,0.0362225908032151
1,Combined Region,COG_1_02yo,COG,Pool-Brazzaville,female,2022,art_coverage,15-49,Y015_049,0.23527168766032736
1,Combined Region,COG_1_02yo,COG,Pool-Brazzaville,female,2022,art_coverage,15-29,Y015_029,0.14183898615822738
1,Combined Region,COG_1_02yo,COG,Pool-Brazzaville,female,2022,population,15-49,Y015_049,449467.286503705
1,Combined Region,COG_1_02yo,COG,Pool-Brazzaville,female,2022,population,15-29,Y015_029,237754.9048889793
1,Combined Region,COG_1_02yo,COG,Pool-Brazzaville,male,2022,prevalence,15-49,Y015_049,0.0221658011245826
1,Combined Region,COG_1_02yo,COG,Pool-Brazzaville,male,2022,prevalence,15-29,Y015_029,0.01259027669929276
1,Combined Region,COG_1_02yo,COG,Pool-Brazzaville,male,2022,art_coverage,15-49,Y015_049,0.25152040806465203
1,Combined Region,COG_1_02yo,COG,Pool-Brazzaville,male,2022,art_coverage,15-29,Y015_029,0.20554697593219828
1,Combined Region,COG_1_02yo,COG,Pool-Brazzaville,male,2022,population,15-49,Y015_049,444372.971468412
1,Combined Region,COG_1_02yo,COG,Pool-Brazzaville,male,2022,population,15-29,Y015_029,239338.661117281
1,Combined Region,COG_1_03av,COG,Cuvette,female,2022,prevalence,15-49,Y015_049,0.03308562924786821
1,Combined Region,COG_1_03av,COG,Cuvette,female,2022,prevalence,15-29,Y015_029,0.02382573273579866
1,Combined Region,COG_1_03av,COG,Cuvette,female,2022,art_coverage,15-49,Y015_049,0.09535584553846206
1,Combined Region,COG_1_03av,COG,Cuvette,female,2022,art_coverage,15-29,Y015_029,0.05369079567950514
1,Combined Region,COG_1_03av,COG,Cuvette,female,2022,population,15-49,Y015_049,53663.9071576053
1,Combined Region,COG_1_03av,COG,Cuvette,female,2022,population,15-29,Y015_029,29583.67253132636
1,Combined Region,COG_1_03av,COG,Cuvette,male,2022,prevalence,15-49,Y015_049,0.01850268237935724
1,Combined Region,COG_1_03av,COG,Cuvette,male,2022,prevalence,15-29,Y015_029,0.01070513802629935
1,Combined Region,COG_1_03av,COG,Cuvette,male,2022,art_coverage,15-49,Y015_049,0.09841309443064436
1,Combined Region,COG_1_03av,COG,Cuvette,male,2022,art_coverage,15-29,Y015_029,0.07850299914085315
1,Combined Region,COG_1_03av,COG,Cuvette,male,2022,population,15-49,Y015_049,52565.4753823576
1,Combined Region,COG_1_03av,COG,Cuvette,male,2022,population,15-29,Y015_029,30214.86237664947
