area_level,area_level_label,area_id,iso3,area_name,sex,year,indicator,age_group_label,age_group,mean,provincial_value,ratio,organisation,country,pop_data_source,fertility_fit_level,admin1_level,mics,dhs,calendar_quarter
2,Territoire,COD_2_128,COD,Lomela,both,2022,population,15-29,Y015_029,12401.6644120062,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_128,COD,Lomela,both,2022,population,15-29,Y015_029,32198.7283287158,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_128,COD,Lomela,female,2022,prevalence,15-49,Y015_049,0.00994278475499955,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_128,COD,Lomela,female,2022,prevalence,15-29,Y015_029,0.0109084329573231,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_128,COD,Lomela,female,2022,prevalence,15-29,Y015_029,0.00316750930744493,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_128,COD,Lomela,female,2022,art_coverage,15-49,Y015_049,0.9031256129545788,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_128,COD,Lomela,female,2022,art_coverage,15-29,Y015_029,0.8669605674455059,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_128,COD,Lomela,female,2022,art_coverage,15-29,Y015_029,0.8202282057107171,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_128,COD,Lomela,female,2022,population,15-49,Y015_049,37870.7127168138,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_128,COD,Lomela,female,2022,population,15-29,Y015_029,6203.94005434928,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_128,COD,Lomela,female,2022,population,15-29,Y015_029,15575.3693946649,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_128,COD,Lomela,male,2022,prevalence,15-49,Y015_049,0.00567709172519551,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_128,COD,Lomela,male,2022,prevalence,15-29,Y015_029,0.00719738874367556,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_128,COD,Lomela,male,2022,prevalence,15-29,Y015_029,0.00195429928394761,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_128,COD,Lomela,male,2022,art_coverage,15-49,Y015_049,0.8094169106940349,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_128,COD,Lomela,male,2022,art_coverage,15-29,Y015_029,0.7659267987278218,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_128,COD,Lomela,male,2022,art_coverage,15-29,Y015_029,0.7556780498092899,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_128,COD,Lomela,male,2022,population,15-49,Y015_049,38617.8740089465,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_128,COD,Lomela,male,2022,population,15-29,Y015_029,6197.72435765695,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_128,COD,Lomela,male,2022,population,15-29,Y015_029,16623.358934051,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_129,COD,Lubefu,both,2022,prevalence,15-49,Y015_049,0.00344698368624262,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_129,COD,Lubefu,both,2022,prevalence,15-29,Y015_029,0.00447003336398163,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_129,COD,Lubefu,both,2022,prevalence,15-29,Y015_029,0.00109974319409298,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_129,COD,Lubefu,both,2022,art_coverage,15-49,Y015_049,0.8618542593119821,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_129,COD,Lubefu,both,2022,art_coverage,15-29,Y015_029,0.8221986940031165,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_129,COD,Lubefu,both,2022,art_coverage,15-29,Y015_029,0.7949890790151882,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_129,COD,Lubefu,both,2022,population,15-49,Y015_049,141955.967259975,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_129,COD,Lubefu,both,2022,population,15-29,Y015_029,22277.4036510472,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_129,COD,Lubefu,both,2022,population,15-29,Y015_029,66270.4492902018,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_129,COD,Lubefu,female,2022,prevalence,15-49,Y015_049,0.00433161652330751,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_129,COD,Lubefu,female,2022,prevalence,15-29,Y015_029,0.00545389411680756,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_129,COD,Lubefu,female,2022,prevalence,15-29,Y015_029,0.00138310932890425,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_129,COD,Lubefu,female,2022,art_coverage,15-49,Y015_049,0.8863400335449668,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_129,COD,Lubefu,female,2022,art_coverage,15-29,Y015_029,0.8473832089165454,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_129,COD,Lubefu,female,2022,art_coverage,15-29,Y015_029,0.8094718106981107,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_129,COD,Lubefu,female,2022,population,15-49,Y015_049,70208.892965574,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_129,COD,Lubefu,female,2022,population,15-29,Y015_029,11009.1652834516,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_129,COD,Lubefu,female,2022,population,15-29,Y015_029,32505.369896389,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_129,COD,Lubefu,male,2022,prevalence,15-49,Y015_049,0.00258131644082342,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_129,COD,Lubefu,male,2022,prevalence,15-29,Y015_029,0.00350879299167018,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_129,COD,Lubefu,male,2022,prevalence,15-29,Y015_029,8.269488991138287e-4,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_129,COD,Lubefu,male,2022,art_coverage,15-49,Y015_049,0.8216464395743118,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_129,COD,Lubefu,male,2022,art_coverage,15-29,Y015_029,0.7839531438966215,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_129,COD,Lubefu,male,2022,art_coverage,15-29,Y015_029,0.7716697709842244,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_129,COD,Lubefu,male,2022,population,15-49,Y015_049,71747.0742944014,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_129,COD,Lubefu,male,2022,population,15-29,Y015_029,11268.2383675956,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_129,COD,Lubefu,male,2022,population,15-29,Y015_029,33765.0793938129,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_130,COD,Lusambo,both,2022,prevalence,15-49,Y015_049,0.00389830022071665,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_130,COD,Lusambo,both,2022,prevalence,15-29,Y015_029,0.0051354344058957,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_130,COD,Lusambo,both,2022,prevalence,15-29,Y015_029,0.00122253966310846,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_130,COD,Lusambo,both,2022,art_coverage,15-49,Y015_049,0.8818738520585016,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_130,COD,Lusambo,both,2022,art_coverage,15-29,Y015_029,0.8505184249936616,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_130,COD,Lusambo,both,2022,art_coverage,15-29,Y015_029,0.8156007673680116,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_130,COD,Lusambo,both,2022,population,15-49,Y015_049,112475.246660108,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_130,COD,Lusambo,both,2022,population,15-29,Y015_029,17687.6573448366,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_130,COD,Lusambo,both,2022,population,15-29,Y015_029,52624.1325506796,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_130,COD,Lusambo,female,2022,prevalence,15-49,Y015_049,0.00468107776193088,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_130,COD,Lusambo,female,2022,prevalence,15-29,Y015_029,0.00596517897973557,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_130,COD,Lusambo,female,2022,prevalence,15-29,Y015_029,0.00152308558240634,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_130,COD,Lusambo,female,2022,art_coverage,15-49,Y015_049,0.8846620776380327,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_130,COD,Lusambo,female,2022,art_coverage,15-29,Y015_029,0.8501015327840863,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_130,COD,Lusambo,female,2022,art_coverage,15-29,Y015_029,0.8051169575921305,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_130,COD,Lusambo,female,2022,population,15-49,Y015_049,55723.4572893866,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_130,COD,Lusambo,female,2022,population,15-29,Y015_029,8761.41281944413,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_130,COD,Lusambo,female,2022,population,15-29,Y015_029,25839.5880701731,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_130,COD,Lusambo,male,2022,prevalence,15-49,Y015_049,0.00312970646590113,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_130,COD,Lusambo,male,2022,prevalence,15-29,Y015_029,0.00432101186510326,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_130,COD,Lusambo,male,2022,prevalence,15-29,Y015_029,9.325969778229e-4,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_130,COD,Lusambo,male,2022,art_coverage,15-49,Y015_049,0.87777909019121525,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_130,COD,Lusambo,male,2022,art_coverage,15-29,Y015_029,0.8510833192561039,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_130,COD,Lusambo,male,2022,art_coverage,15-29,Y015_029,0.8321185123499216,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_130,COD,Lusambo,male,2022,population,15-49,Y015_049,56751.7893707213,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_130,COD,Lusambo,male,2022,population,15-29,Y015_029,8926.24452539248,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_130,COD,Lusambo,male,2022,population,15-29,Y015_029,26784.5444805065,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_131,COD,Bukavu,both,2022,prevalence,15-49,Y015_049,0.01032079310392954,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_131,COD,Bukavu,both,2022,prevalence,15-29,Y015_029,0.01017718133541354,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_131,COD,Bukavu,both,2022,prevalence,15-29,Y015_029,0.00682039366587149,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_131,COD,Bukavu,both,2022,art_coverage,15-49,Y015_049,0.8719706249675938,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_131,COD,Bukavu,both,2022,art_coverage,15-29,Y015_029,0.8555564142983945,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_131,COD,Bukavu,both,2022,art_coverage,15-29,Y015_029,0.8162653281163298,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_131,COD,Bukavu,both,2022,population,15-49,Y015_049,487802.618130813,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_131,COD,Bukavu,both,2022,population,15-29,Y015_029,82951.4911881704,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_131,COD,Bukavu,both,2022,population,15-29,Y015_029,231568.818689547,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_131,COD,Bukavu,female,2022,prevalence,15-49,Y015_049,0.0132740836355423,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_131,COD,Bukavu,female,2022,prevalence,15-29,Y015_029,0.01301586021996709,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_131,COD,Bukavu,female,2022,prevalence,15-29,Y015_029,0.00825146724854987,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_131,COD,Bukavu,female,2022,art_coverage,15-49,Y015_049,0.8884727481528673,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_131,COD,Bukavu,female,2022,art_coverage,15-29,Y015_029,0.8723511510717016,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_131,COD,Bukavu,female,2022,art_coverage,15-29,Y015_029,0.8242037278558326,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_131,COD,Bukavu,female,2022,population,15-49,Y015_049,242027.841355194,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_131,COD,Bukavu,female,2022,population,15-29,Y015_029,41182.8302577512,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_131,COD,Bukavu,female,2022,population,15-29,Y015_029,113216.555552159,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_131,COD,Bukavu,male,2022,prevalence,15-49,Y015_049,0.00741252667546064,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_131,COD,Bukavu,male,2022,prevalence,15-29,Y015_029,0.00737831663506854,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_131,COD,Bukavu,male,2022,prevalence,15-29,Y015_029,0.00545141923752063,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_131,COD,Bukavu,male,2022,art_coverage,15-49,Y015_049,0.8428697449650704,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_131,COD,Bukavu,male,2022,art_coverage,15-29,Y015_029,0.826344876106861,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_131,COD,Bukavu,male,2022,art_coverage,15-29,Y015_029,0.8047708850649047,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_131,COD,Bukavu,male,2022,population,15-49,Y015_049,245774.776775619,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_131,COD,Bukavu,male,2022,population,15-29,Y015_029,41768.6609304191,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_131,COD,Bukavu,male,2022,population,15-29,Y015_029,118352.263137388,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_132,COD,Fizi,both,2022,prevalence,15-49,Y015_049,0.00853985074309341,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_132,COD,Fizi,both,2022,prevalence,15-29,Y015_029,0.00934896327296252,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_132,COD,Fizi,both,2022,prevalence,15-29,Y015_029,0.0044068702405118,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_132,COD,Fizi,both,2022,art_coverage,15-49,Y015_049,0.8978177898471777,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_132,COD,Fizi,both,2022,art_coverage,15-29,Y015_029,0.8777015812536234,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_132,COD,Fizi,both,2022,art_coverage,15-29,Y015_029,0.8480702673573897,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_132,COD,Fizi,both,2022,population,15-49,Y015_049,583357.827313426,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_132,COD,Fizi,both,2022,population,15-29,Y015_029,99155.0287671441,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_132,COD,Fizi,both,2022,population,15-29,Y015_029,276796.333429605,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_132,COD,Fizi,female,2022,prevalence,15-49,Y015_049,0.01073896848750688,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_132,COD,Fizi,female,2022,prevalence,15-29,Y015_029,0.01148027027438681,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_132,COD,Fizi,female,2022,prevalence,15-29,Y015_029,0.00537419493632512,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_132,COD,Fizi,female,2022,art_coverage,15-49,Y015_049,0.90790962978418,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_132,COD,Fizi,female,2022,art_coverage,15-29,Y015_029,0.884333906433074,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_132,COD,Fizi,female,2022,art_coverage,15-29,Y015_029,0.8558047876098681,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_132,COD,Fizi,female,2022,population,15-49,Y015_049,289415.120253064,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_132,COD,Fizi,female,2022,population,15-29,Y015_029,49219.7090982186,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_132,COD,Fizi,female,2022,population,15-29,Y015_029,135330.712068129,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_132,COD,Fizi,male,2022,prevalence,15-49,Y015_049,0.00637460591421125,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_132,COD,Fizi,male,2022,prevalence,15-29,Y015_029,0.00724819949885215,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_132,COD,Fizi,male,2022,prevalence,15-29,Y015_029,0.00348149530753779,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_132,COD,Fizi,male,2022,art_coverage,15-49,Y015_049,0.8810784584418727,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_132,COD,Fizi,male,2022,art_coverage,15-29,Y015_029,0.8673473229801169,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_132,COD,Fizi,male,2022,art_coverage,15-29,Y015_029,0.8366486807389526,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_132,COD,Fizi,male,2022,population,15-49,Y015_049,293942.707060362,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_132,COD,Fizi,male,2022,population,15-29,Y015_029,49935.3196689255,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_132,COD,Fizi,male,2022,population,15-29,Y015_029,141465.621361476,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_133,COD,Idjwi,both,2022,prevalence,15-49,Y015_049,0.00126142717650138,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_133,COD,Idjwi,both,2022,prevalence,15-29,Y015_029,0.00148454764789433,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_133,COD,Idjwi,both,2022,prevalence,15-29,Y015_029,4.910658014882487e-4,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_133,COD,Idjwi,both,2022,art_coverage,15-49,Y015_049,0.836171879734774,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_133,COD,Idjwi,both,2022,art_coverage,15-29,Y015_029,0.7963760173549307,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_133,COD,Idjwi,both,2022,art_coverage,15-29,Y015_029,0.7568381536526829,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_133,COD,Idjwi,both,2022,population,15-49,Y015_049,175694.814529545,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_133,COD,Idjwi,both,2022,population,15-29,Y015_029,29877.139341419,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_133,COD,Idjwi,both,2022,population,15-29,Y015_029,83405.539214858,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_133,COD,Idjwi,female,2022,prevalence,15-49,Y015_049,0.00161516566698386,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
2,Territoire,COD_2_133,COD,Idjwi,female,2022,prevalence,15-29,Y015_029,0.00184798898667738,NA,NA,republique-democratique-du-congo,"Congo, The Democratic Republic of the",orderly,3,2,1,1,NA
