kp,iso3,area_id,logit_gen_prev,logit_kp_prev,obs_iid,method,positive,negative,denominator,id.ref,id.iso3,id.area,idx,id.ref.nat,lower,median,upper,indicator,source,gen_prev,region
Transgender women,NA,NA,-3.623314765621053,NA,NA,NA,NA,NA,1,NA,NA,NA,112,NA,-2.7456513047691025,0.11433444818524274,-1.3619900514823156,prevalence,Main results,0.026000000000000006,Eastern and Southern Africa
Transgender women,NA,NA,-3.4422774074056197,NA,NA,NA,NA,NA,1,NA,NA,NA,113,NA,-2.640464096427741,0.12216406916696858,-1.3294758293309947,prevalence,Main results,0.031000000000000007,Eastern and Southern Africa
Transgender women,NA,NA,-3.2875723561544357,NA,NA,NA,NA,NA,1,NA,NA,NA,114,NA,-2.5648760842297884,0.12829493169843112,-1.2913980705516965,prevalence,Main results,0.036,Eastern and Southern Africa
Transgender women,NA,NA,-3.15231900817913,NA,NA,NA,NA,NA,1,NA,NA,NA,115,NA,-2.4987323913699817,0.13433711698754602,-1.2609360266268967,prevalence,Main results,0.04100000000000001,Eastern and Southern Africa
Transgender women,NA,NA,-3.0320222749591914,NA,NA,NA,NA,NA,1,NA,NA,NA,116,NA,-2.433604387250856,0.13914717517492206,-1.2322437208696035,prevalence,Main results,0.046000000000000006,Eastern and Southern Africa
Transgender women,NA,NA,-2.923583165885602,NA,NA,NA,NA,NA,1,NA,NA,NA,117,NA,-2.381448054547942,0.14404727136183862,-1.197296913882607,prevalence,Main results,0.05100000000000001,Eastern and Southern Africa
Transgender women,NA,NA,-2.8247744754103516,NA,NA,NA,NA,NA,1,NA,NA,NA,118,NA,-2.341469239493597,0.14908165166732248,-1.1702380019600873,prevalence,Main results,0.05599999999999999,Eastern and Southern Africa
Transgender women,NA,NA,-2.7339416150349516,NA,NA,NA,NA,NA,1,NA,NA,NA,119,NA,-2.3047360422413123,0.15316591548470854,-1.1452313322322163,prevalence,Main results,0.061000000000000006,Eastern and Southern Africa
Transgender women,NA,NA,-2.649821696202417,NA,NA,NA,NA,NA,1,NA,NA,NA,120,NA,-2.2542334571404026,0.1579569524530101,-1.1218100095052528,prevalence,Main results,0.06600000000000002,Eastern and Southern Africa
Transgender women,NA,NA,-2.571428861772523,NA,NA,NA,NA,NA,1,NA,NA,NA,121,NA,-2.2224858375344145,0.1620771218123406,-1.1002086329157579,prevalence,Main results,0.071,Eastern and Southern Africa
Transgender women,NA,NA,-2.497978731355353,NA,NA,NA,NA,NA,1,NA,NA,NA,122,NA,-2.188939925530133,0.1664523941457405,-1.0706243665495987,prevalence,Main results,0.076,Eastern and Southern Africa
Transgender women,NA,NA,-2.428836967683248,NA,NA,NA,NA,NA,1,NA,NA,NA,123,NA,-2.1727667064020766,0.17086098146166012,-1.05415695816756,prevalence,Main results,0.081,Eastern and Southern Africa
Transgender women,NA,NA,-2.3634832752006423,NA,NA,NA,NA,NA,1,NA,NA,NA,124,NA,-2.147015330581431,0.17492333217814424,-1.0289465718117023,prevalence,Main results,0.08600000000000001,Eastern and Southern Africa
Transgender women,NA,NA,-2.3014855876606286,NA,NA,NA,NA,NA,1,NA,NA,NA,125,NA,-2.1142692550846705,0.1788884491273223,-0.9992297761024541,prevalence,Main results,0.09100000000000001,Eastern and Southern Africa
Transgender women,NA,NA,-2.2424811689243405,NA,NA,NA,NA,NA,1,NA,NA,NA,126,NA,-2.089943897697162,0.18221821521816559,-0.9729782628072661,prevalence,Main results,0.09599999999999999,Eastern and Southern Africa
Transgender women,NA,NA,-2.1861625176303607,NA,NA,NA,NA,NA,1,NA,NA,NA,127,NA,-2.06971899964364,0.18535833801172666,-0.9492402301536015,prevalence,Main results,0.10100000000000002,Eastern and Southern Africa
Transgender women,NA,NA,-2.132266681061447,NA,NA,NA,NA,NA,1,NA,NA,NA,128,NA,-2.051789985070322,0.18842709667990973,-0.9289175436293167,prevalence,Main results,0.10600000000000002,Eastern and Southern Africa
Transgender women,NA,NA,-2.0805670342015703,NA,NA,NA,NA,NA,1,NA,NA,NA,129,NA,-2.0375340794445687,0.1910696110886923,-0.9057052710264778,prevalence,Main results,0.11100000000000002,Eastern and Southern Africa
Transgender women,NA,NA,-2.0308668715312788,NA,NA,NA,NA,NA,1,NA,NA,NA,130,NA,-2.028259988654505,0.1937788402136262,-0.8770869368242039,prevalence,Main results,0.116,Eastern and Southern Africa
Transgender women,NA,NA,-1.9829943520884359,NA,NA,NA,NA,NA,1,NA,NA,NA,131,NA,-2.0137502502140543,0.19690058966846183,-0.8516446283995623,prevalence,Main results,0.12100000000000001,Eastern and Southern Africa
Transgender women,NA,NA,-1.9367984687040574,NA,NA,NA,NA,NA,1,NA,NA,NA,132,NA,-1.9981617796410958,0.19908229482526532,-0.8326569271778473,prevalence,Main results,0.126,Eastern and Southern Africa
Transgender women,NA,NA,-1.8921458020642405,NA,NA,NA,NA,NA,1,NA,NA,NA,133,NA,-1.9849539087311172,0.20213982383200213,-0.8077759849906908,prevalence,Main results,0.131,Eastern and Southern Africa
Transgender women,NA,NA,-1.8489178830680035,NA,NA,NA,NA,NA,1,NA,NA,NA,134,NA,-1.9714739670349053,0.20423332748122425,-0.7876925033236631,prevalence,Main results,0.136,Eastern and Southern Africa
Transgender women,NA,NA,-1.807009031606087,NA,NA,NA,NA,NA,1,NA,NA,NA,135,NA,-1.9583755491169583,0.20649583099428245,-0.7731956936920397,prevalence,Main results,0.14100000000000001,Eastern and Southern Africa
Transgender women,NA,NA,-1.7663245720802332,NA,NA,NA,NA,NA,1,NA,NA,NA,136,NA,-1.9479357419452559,0.20947723097811938,-0.7562805282429521,prevalence,Main results,0.14600000000000005,Eastern and Southern Africa
Transgender women,NA,NA,-1.726779349496423,NA,NA,NA,NA,NA,1,NA,NA,NA,137,NA,-1.9400362082031783,0.21187212498240773,-0.7293782883621214,prevalence,Main results,0.15100000000000002,Eastern and Southern Africa
Transgender women,NA,NA,-1.6882964873464201,NA,NA,NA,NA,NA,1,NA,NA,NA,138,NA,-1.9313167273990377,0.21408534375262256,-0.7111272514925384,prevalence,Main results,0.156,Eastern and Southern Africa
Transgender women,NA,NA,-1.6508063414827432,NA,NA,NA,NA,NA,1,NA,NA,NA,139,NA,-1.9281179762551415,0.21669990044368584,-0.6943923409472982,prevalence,Main results,0.161,Eastern and Southern Africa
Transgender women,NA,NA,-1.6142456140022035,NA,NA,NA,NA,NA,1,NA,NA,NA,140,NA,-1.9105072583638276,0.21901664913810456,-0.6781277225175655,prevalence,Main results,0.166,Eastern and Southern Africa
Transgender women,NA,NA,-1.5785565986326349,NA,NA,NA,NA,NA,1,NA,NA,NA,141,NA,-1.9005600915195695,0.22194561929295223,-0.6622508990208813,prevalence,Main results,0.17100000000000004,Eastern and Southern Africa
Transgender women,NA,NA,-1.5436865348713198,NA,NA,NA,NA,NA,1,NA,NA,NA,142,NA,-1.8971282220491044,0.22402618647187147,-0.6467383991123357,prevalence,Main results,0.17600000000000002,Eastern and Southern Africa
Transgender women,NA,NA,-1.5095870525872435,NA,NA,NA,NA,NA,1,NA,NA,NA,143,NA,-1.893809352678229,0.22660841032614046,-0.6304063791282826,prevalence,Main results,0.18100000000000002,Eastern and Southern Africa
Transgender women,NA,NA,-1.4762136922893392,NA,NA,NA,NA,NA,1,NA,NA,NA,144,NA,-1.8927560066047049,0.22879132719225856,-0.6135134318351301,prevalence,Main results,0.186,Eastern and Southern Africa
Transgender women,NA,NA,-1.4435254890118618,NA,NA,NA,NA,NA,1,NA,NA,NA,145,NA,-1.890341277529657,0.2306245581845962,-0.5961800977985637,prevalence,Main results,0.19099999999999998,Eastern and Southern Africa
Transgender women,NA,NA,-1.411484609948449,NA,NA,NA,NA,NA,1,NA,NA,NA,146,NA,-1.887041472811503,0.23285838254816998,-0.5781733653105462,prevalence,Main results,0.196,Eastern and Southern Africa
Transgender women,NA,NA,-1.3800560377071986,NA,NA,NA,NA,NA,1,NA,NA,NA,147,NA,-1.8838491252300045,0.2346014898366591,-0.5610616508296798,prevalence,Main results,0.20100000000000004,Eastern and Southern Africa
Transgender women,NA,NA,-1.3492072924575547,NA,NA,NA,NA,NA,1,NA,NA,NA,148,NA,-1.8835350144377518,0.23711293648832832,-0.5493215531868385,prevalence,Main results,0.20600000000000002,Eastern and Southern Africa
Transgender women,NA,NA,-1.3189081873698076,NA,NA,NA,NA,NA,1,NA,NA,NA,149,NA,-1.8813768125282293,0.23879686368774752,-0.533928354416132,prevalence,Main results,0.21100000000000002,Eastern and Southern Africa
Transgender women,NA,NA,-1.289130612666243,NA,NA,NA,NA,NA,1,NA,NA,NA,150,NA,-1.8791814553521493,0.24102869209061362,-0.5188156077232419,prevalence,Main results,0.21599999999999997,Eastern and Southern Africa
Transgender women,NA,NA,-1.2598483443529955,NA,NA,NA,NA,NA,1,NA,NA,NA,151,NA,-1.8764361372034837,0.24333191520551772,-0.5023605793740273,prevalence,Main results,0.221,Eastern and Southern Africa
Transgender women,NA,NA,-1.2310368743174411,NA,NA,NA,NA,NA,1,NA,NA,NA,152,NA,-1.872558666684801,0.24577001338342808,-0.48660085251252677,prevalence,Main results,0.22600000000000003,Eastern and Southern Africa
Transgender women,NA,NA,-1.2026732589838505,NA,NA,NA,NA,NA,1,NA,NA,NA,153,NA,-1.8687414688075825,0.2476741527207152,-0.46923648546311225,prevalence,Main results,0.23099999999999998,Eastern and Southern Africa
Transgender women,NA,NA,-1.1747359841409104,NA,NA,NA,NA,NA,1,NA,NA,NA,154,NA,-1.864931745930157,0.24968128920654845,-0.455215659728712,prevalence,Main results,0.23600000000000002,Eastern and Southern Africa
Transgender women,NA,NA,-1.147204843904975,NA,NA,NA,NA,NA,1,NA,NA,NA,155,NA,-1.8611481209175764,0.25143827173519667,-0.4375941804242686,prevalence,Main results,0.24100000000000002,Eastern and Southern Africa
Transgender women,NA,NA,-1.1200608320755931,NA,NA,NA,NA,NA,1,NA,NA,NA,156,NA,-1.8574176992489029,0.25352066763756864,-0.4167024691990721,prevalence,Main results,0.24600000000000002,Eastern and Southern Africa
Transgender women,NA,NA,-1.0932860443854355,NA,NA,NA,NA,NA,1,NA,NA,NA,157,NA,-1.8537380203274028,0.25562394068181304,-0.3965301084735148,prevalence,Main results,0.251,Eastern and Southern Africa
Transgender women,NA,NA,-1.0668635903535293,NA,NA,NA,NA,NA,1,NA,NA,NA,158,NA,-1.8488587964791068,0.2572802342117343,-0.37542799920382053,prevalence,Main results,0.256,Eastern and Southern Africa
Transgender women,NA,NA,-1.0407775136255082,NA,NA,NA,NA,NA,1,NA,NA,NA,159,NA,-1.8440361819919169,0.2592560957715367,-0.35780003955810324,prevalence,Main results,0.261,Eastern and Southern Africa
Transgender women,NA,NA,-1.0150127198328165,NA,NA,NA,NA,NA,1,NA,NA,NA,160,NA,-1.839197366810837,0.2610826715597653,-0.34237121835949963,prevalence,Main results,0.266,Eastern and Southern Africa
Transgender women,NA,NA,-0.9895549111289571,NA,NA,NA,NA,NA,1,NA,NA,NA,161,NA,-1.834461147626327,0.2626174829772181,-0.3273426024902615,prevalence,Main results,0.271,Eastern and Southern Africa
Transgender women,NA,NA,-0.9643905266685663,NA,NA,NA,NA,NA,1,NA,NA,NA,162,NA,-1.8299142811107625,0.2642720808615726,-0.318760023644251,prevalence,Main results,0.276,Eastern and Southern Africa
Transgender women,NA,NA,-0.9395066883873008,NA,NA,NA,NA,NA,1,NA,NA,NA,163,NA,-1.8253139282005373,0.2664305848096777,-0.31115951041268275,prevalence,Main results,0.281,Eastern and Southern Africa
Transgender women,NA,NA,-0.9148911515197317,NA,NA,NA,NA,NA,1,NA,NA,NA,164,NA,-1.8207631770107282,0.2683459100370263,-0.2961091770164644,prevalence,Main results,0.28600000000000003,Eastern and Southern Africa
Transgender women,NA,NA,-0.8905322593606347,NA,NA,NA,NA,NA,1,NA,NA,NA,165,NA,-1.81625987252983,0.2700529165215683,-0.27776441036673627,prevalence,Main results,0.29100000000000004,Eastern and Southern Africa
Transgender women,NA,NA,-0.866418901833982,NA,NA,NA,NA,NA,1,NA,NA,NA,166,NA,-1.8118019608033842,0.2722557617910982,-0.2640622785766578,prevalence,Main results,0.29600000000000004,Eastern and Southern Africa
Transgender women,NA,NA,-0.8425404774849347,NA,NA,NA,NA,NA,1,NA,NA,NA,167,NA,-1.8072857971680891,0.2746705947942044,-0.2518728163990593,prevalence,Main results,0.301,Eastern and Southern Africa
Transgender women,NA,NA,-0.8188868585544237,NA,NA,NA,NA,NA,1,NA,NA,NA,168,NA,-1.805794226876729,0.276778724118501,-0.23741061503223415,prevalence,Main results,0.306,Eastern and Southern Africa
Transgender women,NA,NA,-0.7954483588344246,NA,NA,NA,NA,NA,1,NA,NA,NA,169,NA,-1.7992835894841495,0.2789799553682057,-0.22307994099530445,prevalence,Main results,0.31099999999999994,Eastern and Southern Africa
Transgender women,NA,NA,-0.7722157040356383,NA,NA,NA,NA,NA,1,NA,NA,NA,170,NA,-1.7996195408528999,0.28117896694355315,-0.20888187783476744,prevalence,Main results,0.316,Eastern and Southern Africa
Transgender women,NA,NA,-0.7491800044286803,NA,NA,NA,NA,NA,1,NA,NA,NA,171,NA,-1.799952644188705,0.2824690919676781,-0.19482904547557464,prevalence,Main results,0.32099999999999995,Eastern and Southern Africa
Transgender women,NA,NA,-0.7263327295455992,NA,NA,NA,NA,NA,1,NA,NA,NA,172,NA,-1.8002241933054333,0.28418431987796433,-0.18089116083241177,prevalence,Main results,0.326,Eastern and Southern Africa
Transgender women,NA,NA,-0.7036656847511655,NA,NA,NA,NA,NA,1,NA,NA,NA,173,NA,-1.8004778652782996,0.28579664836364926,-0.1670724519598572,prevalence,Main results,0.331,Eastern and Southern Africa
Transgender women,NA,NA,-0.6811709895132295,NA,NA,NA,NA,NA,1,NA,NA,NA,174,NA,-1.7976949737887982,0.28729098204393794,-0.15339838974086442,prevalence,Main results,0.336,Eastern and Southern Africa
Transgender women,NA,NA,-0.6588410572189904,NA,NA,NA,NA,NA,1,NA,NA,NA,175,NA,-1.7947059389537583,0.2891139840055764,-0.14156687829244488,prevalence,Main results,0.34099999999999997,Eastern and Southern Africa
Transgender women,NA,NA,-0.6366685763994742,NA,NA,NA,NA,NA,1,NA,NA,NA,176,NA,-1.7916233521738965,0.29077056065419704,-0.12619191860011242,prevalence,Main results,0.3460000000000001,Eastern and Southern Africa
Transgender women,NA,NA,-0.6146464932382241,NA,NA,NA,NA,NA,1,NA,NA,NA,177,NA,-1.7888842430970902,0.29248695497719823,-0.11349663520749431,prevalence,Main results,0.35100000000000003,Eastern and Southern Africa
Transgender women,NA,NA,-0.5927679952523229,NA,NA,NA,NA,NA,1,NA,NA,NA,178,NA,-1.7857228492619797,0.29424262493775266,-0.10098173596815466,prevalence,Main results,0.3560000000000001,Eastern and Southern Africa
Transgender women,NA,NA,-0.5710264960446539,NA,NA,NA,NA,NA,1,NA,NA,NA,179,NA,-1.783611698524583,0.29576607472073263,-0.08988450109873967,prevalence,Main results,0.361,Eastern and Southern Africa
Transgender women,NA,NA,-0.5494156210358597,NA,NA,NA,NA,NA,1,NA,NA,NA,180,NA,-1.7807067773327039,0.2970910867501932,-0.0781862225167686,prevalence,Main results,0.366,Eastern and Southern Africa
Transgender women,NA,NA,-0.5279291940930053,NA,NA,NA,NA,NA,1,NA,NA,NA,181,NA,-1.7792788173851064,0.29886853703986566,-0.06655530946922207,prevalence,Main results,0.371,Eastern and Southern Africa
Transgender women,NA,NA,-0.5065612249795332,NA,NA,NA,NA,NA,1,NA,NA,NA,182,NA,-1.7787607807775787,0.3004579148344076,-0.053241547079110954,prevalence,Main results,0.37599999999999995,Eastern and Southern Africa
Transgender women,NA,NA,-0.4853058975578951,NA,NA,NA,NA,NA,1,NA,NA,NA,183,NA,-1.7782454750107588,0.301830207890085,-0.037255078874916886,prevalence,Main results,0.381,Eastern and Southern Africa
Transgender women,NA,NA,-0.4641575586823115,NA,NA,NA,NA,NA,1,NA,NA,NA,184,NA,-1.7777327630320128,0.30319911785191234,-0.02613503743117601,prevalence,Main results,0.386,Eastern and Southern Africa
Transgender women,NA,NA,-0.44311070772453126,NA,NA,NA,NA,NA,1,NA,NA,NA,185,NA,-1.7773165468547902,0.30456493356649733,-0.01704378011786757,prevalence,Main results,0.391,Eastern and Southern Africa
Transgender women,NA,NA,-0.4221599866803344,NA,NA,NA,NA,NA,1,NA,NA,NA,186,NA,-1.780248124916385,0.30606601738981404,-0.006249173937205305,prevalence,Main results,0.396,Eastern and Southern Africa
Female sex workers,NA,NA,-6.906754778648554,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,-3.0493781686796626,0.0705467495307001,-2.099320075207263,prevalence,50th centile,9.999999999999994e-4,Western and Central Africa
Female sex workers,NA,NA,-5.109977737428519,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,-2.644016719208845,0.08892575482434756,-2.0084883970019565,prevalence,50th centile,0.006000000000000001,Western and Central Africa
Female sex workers,NA,NA,-4.498799058824342,NA,NA,NA,NA,NA,1,NA,NA,NA,3,NA,-2.5290444837274877,0.0959086222735397,-1.9542432851726006,prevalence,50th centile,0.010999999999999998,Western and Central Africa
Female sex workers,NA,NA,-4.119037174812472,NA,NA,NA,NA,NA,1,NA,NA,NA,4,NA,-2.4782569440378137,0.10004755268814768,-1.9159365962234207,prevalence,50th centile,0.016000000000000007,Western and Central Africa
Female sex workers,NA,NA,-3.8420092048070873,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,-2.439997246177623,0.10329986201429685,-1.8754207951238804,prevalence,50th centile,0.021000000000000005,Western and Central Africa
Female sex workers,NA,NA,-3.623314765621053,NA,NA,NA,NA,NA,1,NA,NA,NA,6,NA,-2.4161904028961536,0.10614404834845871,-1.84238345594423,prevalence,50th centile,0.026000000000000006,Western and Central Africa
Female sex workers,NA,NA,-3.4422774074056197,NA,NA,NA,NA,NA,1,NA,NA,NA,7,NA,-2.3964488230547585,0.10859298117847486,-1.8156691284140425,prevalence,50th centile,0.031000000000000007,Western and Central Africa
Female sex workers,NA,NA,-3.2875723561544357,NA,NA,NA,NA,NA,1,NA,NA,NA,8,NA,-2.3790468047331608,0.11089311675792911,-1.7875878790054593,prevalence,50th centile,0.036,Western and Central Africa
Female sex workers,NA,NA,-3.15231900817913,NA,NA,NA,NA,NA,1,NA,NA,NA,9,NA,-2.368929827372392,0.11282373314249226,-1.7651247088592434,prevalence,50th centile,0.04100000000000001,Western and Central Africa
Female sex workers,NA,NA,-3.0320222749591914,NA,NA,NA,NA,NA,1,NA,NA,NA,10,NA,-2.3555683878003864,0.1142366312751379,-1.744786275878075,prevalence,50th centile,0.046000000000000006,Western and Central Africa
Female sex workers,NA,NA,-2.923583165885602,NA,NA,NA,NA,NA,1,NA,NA,NA,11,NA,-2.3440754876287424,0.11587545937293937,-1.7303388754597149,prevalence,50th centile,0.05100000000000001,Western and Central Africa
Female sex workers,NA,NA,-2.8247744754103516,NA,NA,NA,NA,NA,1,NA,NA,NA,12,NA,-2.3351865520979316,0.1171495288490098,-1.7173453226477393,prevalence,50th centile,0.05599999999999999,Western and Central Africa
Female sex workers,NA,NA,-2.7339416150349516,NA,NA,NA,NA,NA,1,NA,NA,NA,13,NA,-2.3305828345287716,0.11822014323007678,-1.6956077735035031,prevalence,50th centile,0.061000000000000006,Western and Central Africa
Female sex workers,NA,NA,-2.649821696202417,NA,NA,NA,NA,NA,1,NA,NA,NA,14,NA,-2.324356478723409,0.11957480519686273,-1.6809236003938817,prevalence,50th centile,0.06600000000000002,Western and Central Africa
Female sex workers,NA,NA,-5.109977737428519,NA,NA,NA,NA,NA,1,NA,NA,NA,15,NA,-2.4879795919950767,0.11514941464075534,-1.6203945240815854,prevalence,50th centile,0.006000000000000001,Eastern and Southern Africa
Female sex workers,NA,NA,-4.498799058824342,NA,NA,NA,NA,NA,1,NA,NA,NA,16,NA,-2.0720436000203217,0.1555399606914983,-1.3194922072023245,prevalence,50th centile,0.010999999999999998,Eastern and Southern Africa
Female sex workers,NA,NA,-4.119037174812472,NA,NA,NA,NA,NA,1,NA,NA,NA,17,NA,-1.8380076262614289,0.18516012910792182,-1.1253880647760195,prevalence,50th centile,0.016000000000000007,Eastern and Southern Africa
Female sex workers,NA,NA,-3.8420092048070873,NA,NA,NA,NA,NA,1,NA,NA,NA,18,NA,-1.6585045178851063,0.21026324093692858,-0.9778502079520208,prevalence,50th centile,0.021000000000000005,Eastern and Southern Africa
Female sex workers,NA,NA,-3.623314765621053,NA,NA,NA,NA,NA,1,NA,NA,NA,19,NA,-1.5184188816994366,0.2328820301773538,-0.8696544171991357,prevalence,50th centile,0.026000000000000006,Eastern and Southern Africa
Female sex workers,NA,NA,-3.4422774074056197,NA,NA,NA,NA,NA,1,NA,NA,NA,20,NA,-1.4060740403193699,0.2521336469950585,-0.761333132238002,prevalence,50th centile,0.031000000000000007,Eastern and Southern Africa
Female sex workers,NA,NA,-3.2875723561544357,NA,NA,NA,NA,NA,1,NA,NA,NA,21,NA,-1.3114200409211143,0.26902530039056516,-0.6679240367813357,prevalence,50th centile,0.036,Eastern and Southern Africa
Female sex workers,NA,NA,-3.15231900817913,NA,NA,NA,NA,NA,1,NA,NA,NA,22,NA,-1.2282582692364332,0.2851769346896758,-0.592373663772244,prevalence,50th centile,0.04100000000000001,Eastern and Southern Africa
Female sex workers,NA,NA,-3.0320222749591914,NA,NA,NA,NA,NA,1,NA,NA,NA,23,NA,-1.1575613407741006,0.2990526153699856,-0.5248622031912725,prevalence,50th centile,0.046000000000000006,Eastern and Southern Africa
Female sex workers,NA,NA,-2.923583165885602,NA,NA,NA,NA,NA,1,NA,NA,NA,24,NA,-1.099505414132165,0.31241353817312634,-0.46289534465698506,prevalence,50th centile,0.05100000000000001,Eastern and Southern Africa
Female sex workers,NA,NA,-2.8247744754103516,NA,NA,NA,NA,NA,1,NA,NA,NA,25,NA,-1.0458016170576316,0.3244401814922387,-0.40493503908703116,prevalence,50th centile,0.05599999999999999,Eastern and Southern Africa
Female sex workers,NA,NA,-2.7339416150349516,NA,NA,NA,NA,NA,1,NA,NA,NA,26,NA,-0.9973915162554795,0.3359468597213447,-0.3488343596704332,prevalence,50th centile,0.061000000000000006,Eastern and Southern Africa
Female sex workers,NA,NA,-2.649821696202417,NA,NA,NA,NA,NA,1,NA,NA,NA,27,NA,-0.9553411276007027,0.3468252423599767,-0.2986979212247127,prevalence,50th centile,0.06600000000000002,Eastern and Southern Africa
Female sex workers,NA,NA,-2.571428861772523,NA,NA,NA,NA,NA,1,NA,NA,NA,28,NA,-0.9122550554136063,0.3568501372754167,-0.25149027907455074,prevalence,50th centile,0.071,Eastern and Southern Africa
Female sex workers,NA,NA,-2.497978731355353,NA,NA,NA,NA,NA,1,NA,NA,NA,29,NA,-0.8708324942004795,0.3664656072665432,-0.20856086874064525,prevalence,50th centile,0.076,Eastern and Southern Africa
Female sex workers,NA,NA,-2.428836967683248,NA,NA,NA,NA,NA,1,NA,NA,NA,30,NA,-0.8329279576037506,0.37538387788432465,-0.17094638637042897,prevalence,50th centile,0.081,Eastern and Southern Africa
Female sex workers,NA,NA,-2.3634832752006423,NA,NA,NA,NA,NA,1,NA,NA,NA,31,NA,-0.7980804958716153,0.38421964631013034,-0.1346093178094796,prevalence,50th centile,0.08600000000000001,Eastern and Southern Africa
Female sex workers,NA,NA,-2.3014855876606286,NA,NA,NA,NA,NA,1,NA,NA,NA,32,NA,-0.7643160596745527,0.3931071408361182,-0.09833345404897215,prevalence,50th centile,0.09100000000000001,Eastern and Southern Africa
Female sex workers,NA,NA,-2.2424811689243405,NA,NA,NA,NA,NA,1,NA,NA,NA,33,NA,-0.7336353719236696,0.40134445825728016,-0.06254941483601746,prevalence,50th centile,0.09599999999999999,Eastern and Southern Africa
Female sex workers,NA,NA,-2.1861625176303607,NA,NA,NA,NA,NA,1,NA,NA,NA,34,NA,-0.7038607684229892,0.408995824191704,-0.027242969973388313,prevalence,50th centile,0.10100000000000002,Eastern and Southern Africa
Female sex workers,NA,NA,-2.132266681061447,NA,NA,NA,NA,NA,1,NA,NA,NA,35,NA,-0.6731475906307832,0.4170685405756906,0.00855471865944777,prevalence,50th centile,0.10600000000000002,Eastern and Southern Africa
Female sex workers,NA,NA,-2.0805670342015703,NA,NA,NA,NA,NA,1,NA,NA,NA,36,NA,-0.6472865926593784,0.4241401836416192,0.041740715588314194,prevalence,50th centile,0.11100000000000002,Eastern and Southern Africa
Female sex workers,NA,NA,-2.0308668715312788,NA,NA,NA,NA,NA,1,NA,NA,NA,37,NA,-0.6230805949136774,0.431200825940121,0.06947780088972862,prevalence,50th centile,0.116,Eastern and Southern Africa
Female sex workers,NA,NA,-1.9829943520884359,NA,NA,NA,NA,NA,1,NA,NA,NA,38,NA,-0.5952529043441991,0.43764964742498497,0.10141591037694883,prevalence,50th centile,0.12100000000000001,Eastern and Southern Africa
Female sex workers,NA,NA,-1.9367984687040574,NA,NA,NA,NA,NA,1,NA,NA,NA,39,NA,-0.5743939351457102,0.44440117299929777,0.12969113291551174,prevalence,50th centile,0.126,Eastern and Southern Africa
Female sex workers,NA,NA,-1.8921458020642405,NA,NA,NA,NA,NA,1,NA,NA,NA,40,NA,-0.5510444843004465,0.4506448430142062,0.15619890418410065,prevalence,50th centile,0.131,Eastern and Southern Africa
Female sex workers,NA,NA,-1.8489178830680035,NA,NA,NA,NA,NA,1,NA,NA,NA,41,NA,-0.5245864921790487,0.45675314065554157,0.1818608830847644,prevalence,50th centile,0.136,Eastern and Southern Africa
Female sex workers,NA,NA,-1.807009031606087,NA,NA,NA,NA,NA,1,NA,NA,NA,42,NA,-0.5027488919771065,0.46309861227327953,0.20659301310884312,prevalence,50th centile,0.14100000000000001,Eastern and Southern Africa
Female sex workers,NA,NA,-1.7663245720802332,NA,NA,NA,NA,NA,1,NA,NA,NA,43,NA,-0.4814818530416623,0.4685439580631354,0.2307020055065188,prevalence,50th centile,0.14600000000000005,Eastern and Southern Africa
Female sex workers,NA,NA,-1.726779349496423,NA,NA,NA,NA,NA,1,NA,NA,NA,44,NA,-0.46081032887243323,0.4746253644376462,0.25420441463252597,prevalence,50th centile,0.15100000000000002,Eastern and Southern Africa
Female sex workers,NA,NA,-1.6882964873464201,NA,NA,NA,NA,NA,1,NA,NA,NA,45,NA,-0.4406941337151308,0.4802890027778425,0.27953874245775157,prevalence,50th centile,0.156,Eastern and Southern Africa
Female sex workers,NA,NA,-1.6508063414827432,NA,NA,NA,NA,NA,1,NA,NA,NA,46,NA,-0.4209973216628542,0.48553018827526906,0.302216807073881,prevalence,50th centile,0.161,Eastern and Southern Africa
Female sex workers,NA,NA,-1.6142456140022035,NA,NA,NA,NA,NA,1,NA,NA,NA,47,NA,-0.4035328077452106,0.49104835853617934,0.3256633735099306,prevalence,50th centile,0.166,Eastern and Southern Africa
Female sex workers,NA,NA,-1.5785565986326349,NA,NA,NA,NA,NA,1,NA,NA,NA,48,NA,-0.3852653281252727,0.49623705474123925,0.3507871408914795,prevalence,50th centile,0.17100000000000004,Eastern and Southern Africa
Female sex workers,NA,NA,-1.5436865348713198,NA,NA,NA,NA,NA,1,NA,NA,NA,49,NA,-0.3697390652187881,0.5015187250183413,0.3753343961588822,prevalence,50th centile,0.17600000000000002,Eastern and Southern Africa
Female sex workers,NA,NA,-1.5095870525872435,NA,NA,NA,NA,NA,1,NA,NA,NA,50,NA,-0.35451034527460734,0.5065262025140492,0.396558269871623,prevalence,50th centile,0.18100000000000002,Eastern and Southern Africa
Female sex workers,NA,NA,-1.4762136922893392,NA,NA,NA,NA,NA,1,NA,NA,NA,51,NA,-0.3392177096501746,0.5110782675440361,0.4154599864685729,prevalence,50th centile,0.186,Eastern and Southern Africa
